collection,url,label,family_hint,year_hint,status,path,sha256,bytes,pages,retrieved_utc
kanpur_dehat,https://cdn.s3waas.gov.in/s30e65972dce68dad4d52d063967f0a705/uploads/2021/04/2021040462.pdf,BDC RJP KNP D 25-Mar-2021 19-33-00(1) (4 MB),block_member,2021,ok_pdf,kanpur_dehat/raw/e64134467c1d874ebd64_b93352f41330.pdf,b93352f41330658c9be3f13a2d1f32b96ce94ebe87f62cd0902d3bdd1e68dd6f,3998121,6,2026-09-10T09:14:24.496580+00:00
kanpur_dehat,https://cdn.s3waas.gov.in/s30e65972dce68dad4d52d063967f0a705/uploads/2021/04/2021040464.pdf,BDC AMR Knp D 25-Mar-2021 19-27-47(1) (3 MB),block_member,2021,ok_pdf,kanpur_dehat/raw/45e8b6c121fcba9e2b2b_78bedb3bd3f2.pdf,78bedb3bd3f2de11befaf11b59bf523f1a288612b41230d21ff58b45efa35925,2662032,4,2026-09-10T09:14:11.709765+00:00
kanpur_dehat,https://cdn.s3waas.gov.in/s30e65972dce68dad4d52d063967f0a705/uploads/2021/04/2021040466.pdf,Pradhan JHK Knp d 25-Mar-2021 19-21-44(1) (2 MB),gp_head,2021,ok_pdf,kanpur_dehat/raw/4ee5cd1fb059aae41365_a562759da001.pdf,a562759da001bcfbaabfb40841270ba3dccd56d11a5091e4b4d85534262f3f7d,1700741,3,2026-09-10T09:14:39.504727+00:00
kanpur_dehat,https://cdn.s3waas.gov.in/s30e65972dce68dad4d52d063967f0a705/uploads/2021/04/2021040468.pdf,Pradhan AMR Knp D 25-Mar-2021 19-17-44(1) (2 MB),gp_head,2021,ok_pdf,kanpur_dehat/raw/ba566e80d1201f2eface_c2b373887fe4.pdf,c2b373887fe417a54e19fb19c352a5ea1df5f876c5bad82b1aabfa7f26e30a7c,1928249,3,2026-09-10T09:14:34.367534+00:00
kanpur_dehat,https://cdn.s3waas.gov.in/s30e65972dce68dad4d52d063967f0a705/uploads/2021/04/2021040470.pdf,Pradhan Sndlp Knp D 25-Mar-2021 19-20-40(1) (2 MB),gp_head,2021,ok_pdf,kanpur_dehat/raw/364d7bbd1342af2ebb8a_e94f5257f8a8.pdf,e94f5257f8a83c8ea731672304e198170f071ab1f3c141bcfbb768082b7f8417,1922269,3,2026-09-10T09:14:45.963873+00:00
kanpur_dehat,https://cdn.s3waas.gov.in/s30e65972dce68dad4d52d063967f0a705/uploads/2021/04/2021040477.pdf,Pradhan Akb Knp d 25-Mar-2021 19-15-08(1) (2 MB),gp_head,2021,ok_pdf,kanpur_dehat/raw/1a4f01b75681d0e0db67_fbc8c2e82e3d.pdf,fbc8c2e82e3d43e286494178963f09602d6756390d8f52cc9cc3162eec1eafa8,1827974,3,2026-09-10T09:14:31.441378+00:00
kanpur_dehat,https://cdn.s3waas.gov.in/s30e65972dce68dad4d52d063967f0a705/uploads/2021/04/2021040485.pdf,Pradhan RSL Knp D 25-Mar-2021 19-23-29(1) (3 MB),gp_head,2021,ok_pdf,kanpur_dehat/raw/fdacc50f4dabf2fa9e9a_db1671812ab6.pdf,db1671812ab6a276e45b8d5922e1f4484decc6bfe562ba222b8020e023235fc4,3190917,5,2026-09-10T09:14:43.690376+00:00
kanpur_dehat,https://cdn.s3waas.gov.in/s30e65972dce68dad4d52d063967f0a705/uploads/2021/04/2021040486.pdf,BDC RSL KNP D 25-Mar-2021 19-37-28(1) (5 MB),block_member,2021,ok_pdf,kanpur_dehat/raw/3dedd215a02710a7a602_e99f3182ef06.pdf,e99f3182ef067c8debe8d53ce357def5f8a985f87b061a80304c09aa2ccd3f17,5243665,8,2026-09-10T09:14:21.158644+00:00
kanpur_dehat,https://cdn.s3waas.gov.in/s30e65972dce68dad4d52d063967f0a705/uploads/2021/04/2021040491-1.pdf,Pradhan SRK Knp D 25-Mar-2021 19-25-22(1) (2 MB),gp_head,2021,ok_pdf,kanpur_dehat/raw/029d2c274c305e601bdb_c3f5cfbd921e.pdf,c3f5cfbd921eb354281f425284b83e3965096b6be23738302a6066888c648a1b,1785150,3,2026-09-10T09:14:33.298316+00:00
kanpur_dehat,https://cdn.s3waas.gov.in/s30e65972dce68dad4d52d063967f0a705/uploads/2021/04/2021040491.pdf,BDC MLS KNP D 25-Mar-2021 19-46-26(1) (3 MB),block_member,2021,ok_pdf,kanpur_dehat/raw/a7aeaebbc3582d04751f_647fea96a978.pdf,647fea96a9789b33c0851261ebc73ab431d7ff059077a44b184a9d4e29cb6289,3270840,5,2026-09-10T09:14:12.037276+00:00
kanpur_dehat,https://cdn.s3waas.gov.in/s30e65972dce68dad4d52d063967f0a705/uploads/2021/04/2021040493-1.pdf,Pradhan DRP Knp D 25-Mar-2021 19-18-50(1) (2 MB),gp_head,2021,ok_pdf,kanpur_dehat/raw/6e3c3d595dd5f6d8f83c_0c2fb8b23238.pdf,0c2fb8b23238524090685e2ebcdd16dfdadc5f0377e34536fd8353d9c918142c,1822108,3,2026-09-10T09:14:39.303494+00:00
kanpur_dehat,https://cdn.s3waas.gov.in/s30e65972dce68dad4d52d063967f0a705/uploads/2021/04/2021040493.pdf,BDC JHK KNP D 25-Mar-2021 19-39-45(1) (3 MB),block_member,2021,ok_pdf,kanpur_dehat/raw/56216c4e810ba8d11462_4ddc1733b688.pdf,4ddc1733b688d650e77e501f7718b2148ea0cf81f26aa92cecaf16723f9fe2f3,2726517,4,2026-09-10T09:14:19.965834+00:00
kanpur_dehat,https://cdn.s3waas.gov.in/s30e65972dce68dad4d52d063967f0a705/uploads/2021/04/2021040494.pdf,Pradhan MLS Knp D 25-Mar-2021 19-13-16(1) (2 MB),gp_head,2021,ok_pdf,kanpur_dehat/raw/323ffc7123f547b8fc6c_ecd1c25c90ac.pdf,ecd1c25c90ac3b7c6e4845870b937856c11ef43c185570eca1375d2693feac48,2335769,4,2026-09-10T09:14:37.205968+00:00
