url,label,district,host,family,state,year_hint,discovered_on
https://web.archive.org/cdx/search/cdx?url=lucknow.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,Lucknow district CDX,Lucknow,lucknow.nic.in,district_cdx,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/45/5
https://igod.gov.in/index.php/district/HTg3tXQBW7DqAzx4Vrus/blocks,Lucknow block directory,Lucknow,lucknow.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/45/5
https://web.archive.org/cdx/search/cdx?url=mahoba.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,Mahoba district CDX,Mahoba,mahoba.nic.in,district_cdx,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/45/5
https://igod.gov.in/index.php/district/Ezg3tXQBW7DqAzx4Vrus/blocks,Mahoba block directory,Mahoba,mahoba.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/45/5
https://web.archive.org/cdx/search/cdx?url=maharajganj.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,Mahrajganj district CDX,Mahrajganj,maharajganj.nic.in,district_cdx,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/50/5
https://igod.gov.in/index.php/district/Hjg3tXQBW7DqAzx4Vrus/blocks,Mahrajganj block directory,Mahrajganj,maharajganj.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/50/5
https://web.archive.org/cdx/search/cdx?url=mainpuri.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,Mainpuri district CDX,Mainpuri,mainpuri.nic.in,district_cdx,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/50/5
https://igod.gov.in/index.php/district/Hzg3tXQBW7DqAzx4Vrus/blocks,Mainpuri block directory,Mainpuri,mainpuri.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/50/5
https://web.archive.org/cdx/search/cdx?url=mathura.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,Mathura district CDX,Mathura,mathura.nic.in,district_cdx,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/50/5
https://igod.gov.in/index.php/district/Gr6-uIsBC8DLsKxJ91Ll/blocks,Mathura block directory,Mathura,mathura.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/50/5
https://web.archive.org/cdx/search/cdx?url=mau.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,Mau district CDX,Mau,mau.nic.in,district_cdx,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/50/5
https://igod.gov.in/index.php/district/FTg3tXQBW7DqAzx4Vrus/blocks,Mau block directory,Mau,mau.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/50/5
https://web.archive.org/cdx/search/cdx?url=meerut.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,Meerut district CDX,Meerut,meerut.nic.in,district_cdx,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/50/5
https://igod.gov.in/index.php/district/IDg3tXQBW7DqAzx4Vrus/blocks,Meerut block directory,Meerut,meerut.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/50/5
https://web.archive.org/cdx/search/cdx?url=mirzapur.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,Mirzapur district CDX,Mirzapur,mirzapur.nic.in,district_cdx,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/55/5
https://igod.gov.in/index.php/district/ITg3tXQBW7DqAzx4Vrus/blocks,Mirzapur block directory,Mirzapur,mirzapur.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/55/5
https://web.archive.org/cdx/search/cdx?url=moradabad.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,Moradabad district CDX,Moradabad,moradabad.nic.in,district_cdx,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/55/5
https://igod.gov.in/index.php/district/LTg3tXQBW7DqAzx4Vrus/blocks,Moradabad block directory,Moradabad,moradabad.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/55/5
https://web.archive.org/cdx/search/cdx?url=muzaffarnagar.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,Muzaffarnagar district CDX,Muzaffarnagar,muzaffarnagar.nic.in,district_cdx,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/55/5
https://igod.gov.in/index.php/district/Ijg3tXQBW7DqAzx4Vrus/blocks,Muzaffarnagar block directory,Muzaffarnagar,muzaffarnagar.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/55/5
https://web.archive.org/cdx/search/cdx?url=pilibhit.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,Pilibhit district CDX,Pilibhit,pilibhit.nic.in,district_cdx,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/55/5
https://igod.gov.in/index.php/district/Izg3tXQBW7DqAzx4Vrus/blocks,Pilibhit block directory,Pilibhit,pilibhit.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/55/5
https://web.archive.org/cdx/search/cdx?url=pratapgarh.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,Pratapgarh district CDX,Pratapgarh,pratapgarh.nic.in,district_cdx,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/55/5
https://igod.gov.in/index.php/district/JDg3tXQBW7DqAzx4Vrus/blocks,Pratapgarh block directory,Pratapgarh,pratapgarh.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/55/5
https://web.archive.org/cdx/search/cdx?url=prayagraj.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,Prayagraj district CDX,Prayagraj,prayagraj.nic.in,district_cdx,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/60/5
https://igod.gov.in/index.php/district/BDg3tXQBW7DqAzx4Vrus/blocks,Prayagraj block directory,Prayagraj,prayagraj.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/60/5
https://web.archive.org/cdx/search/cdx?url=raebareli.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,Rae Bareli district CDX,Rae Bareli,raebareli.nic.in,district_cdx,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/60/5
https://igod.gov.in/index.php/district/4zg3tXQBW7DqAzx4Vrqs/blocks,Rae Bareli block directory,Rae Bareli,raebareli.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/60/5
https://web.archive.org/cdx/search/cdx?url=rampur.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,Rampur district CDX,Rampur,rampur.nic.in,district_cdx,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/60/5
https://igod.gov.in/index.php/district/JTg3tXQBW7DqAzx4Vrus/blocks,Rampur block directory,Rampur,rampur.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/60/5
https://web.archive.org/cdx/search/cdx?url=saharanpur.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,Saharanpur district CDX,Saharanpur,saharanpur.nic.in,district_cdx,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/60/5
https://igod.gov.in/index.php/district/Yjg3tXQBW7DqAzx4Vr2t/blocks,Saharanpur block directory,Saharanpur,saharanpur.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/60/5
https://web.archive.org/cdx/search/cdx?url=sambhal.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,Sambhal district CDX,Sambhal,sambhal.nic.in,district_cdx,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/60/5
https://igod.gov.in/index.php/district/5Dg3tXQBW7DqAzx4Vrut/blocks,Sambhal block directory,Sambhal,sambhal.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/60/5
https://web.archive.org/cdx/search/cdx?url=sknagar.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,Sant Kabir Nagar district CDX,Sant Kabir Nagar,sknagar.nic.in,district_cdx,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/65/5
https://igod.gov.in/index.php/district/Jjg3tXQBW7DqAzx4Vrus/blocks,Sant Kabir Nagar block directory,Sant Kabir Nagar,sknagar.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/65/5
https://web.archive.org/cdx/search/cdx?url=shahjahanpur.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,Shahjahanpur district CDX,Shahjahanpur,shahjahanpur.nic.in,district_cdx,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/65/5
https://igod.gov.in/index.php/district/OTg3tXQBW7DqAzx4Vrus/blocks,Shahjahanpur block directory,Shahjahanpur,shahjahanpur.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/65/5
https://web.archive.org/cdx/search/cdx?url=shamli.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,Shamli district CDX,Shamli,shamli.nic.in,district_cdx,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/65/5
https://igod.gov.in/index.php/district/vDg3tXQBW7DqAzx4Vrut/blocks,Shamli block directory,Shamli,shamli.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/65/5
https://web.archive.org/cdx/search/cdx?url=shravasti.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,Shrawasti district CDX,Shrawasti,shravasti.nic.in,district_cdx,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/65/5
https://igod.gov.in/index.php/district/aTg3tXQBW7DqAzx4Vrus/blocks,Shrawasti block directory,Shrawasti,shravasti.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/65/5
https://web.archive.org/cdx/search/cdx?url=siddharthnagar.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,Siddharthnagar district CDX,Siddharthnagar,siddharthnagar.nic.in,district_cdx,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/65/5
https://igod.gov.in/index.php/district/Jzg3tXQBW7DqAzx4Vrus/blocks,Siddharthnagar block directory,Siddharthnagar,siddharthnagar.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/65/5
https://web.archive.org/cdx/search/cdx?url=sitapur.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,Sitapur district CDX,Sitapur,sitapur.nic.in,district_cdx,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/70/5
https://igod.gov.in/index.php/district/Fzg3tXQBW7DqAzx4Vrus/blocks,Sitapur block directory,Sitapur,sitapur.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/70/5
https://web.archive.org/cdx/search/cdx?url=sonbhadra.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,Sonbhadra district CDX,Sonbhadra,sonbhadra.nic.in,district_cdx,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/70/5
https://igod.gov.in/index.php/district/PTg3tXQBW7DqAzx4Vrus/blocks,Sonbhadra block directory,Sonbhadra,sonbhadra.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/70/5
https://web.archive.org/cdx/search/cdx?url=sultanpur.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,Sultanpur district CDX,Sultanpur,sultanpur.nic.in,district_cdx,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/70/5
https://igod.gov.in/index.php/district/GDg3tXQBW7DqAzx4Vrus/blocks,Sultanpur block directory,Sultanpur,sultanpur.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/70/5
https://web.archive.org/cdx/search/cdx?url=unnao.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,Unnao district CDX,Unnao,unnao.nic.in,district_cdx,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/70/5
https://igod.gov.in/index.php/district/KDg3tXQBW7DqAzx4Vrus/blocks,Unnao block directory,Unnao,unnao.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/70/5
https://web.archive.org/cdx/search/cdx?url=varanasi.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,Varanasi district CDX,Varanasi,varanasi.nic.in,district_cdx,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/70/5
https://igod.gov.in/index.php/district/jr6_uIsBC8DLsKxJUVLd/blocks,Varanasi block directory,Varanasi,varanasi.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/70/5
