district,host,query_url,receipt_status,response_path,response_sha256
Rampur,rampur.nic.in,https://web.archive.org/cdx/search/cdx?url=rampur.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,ok_json,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/c53ebf2d061811189cd2_bb93d1ff19bc.json,bb93d1ff19bcaa484894646345e3c36eb36a6b838601a35b3bbd2efccfa0027c
Saharanpur,saharanpur.nic.in,https://web.archive.org/cdx/search/cdx?url=saharanpur.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,ok_json,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/c46e4822ee37242ad6ef_f0402c33549f.json,f0402c33549f8599a6b42b9a2fd48e29f3126a4ae20a00ee27ad77ebdc86820f
Sambhal,sambhal.nic.in,https://web.archive.org/cdx/search/cdx?url=sambhal.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,ok_json,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/ba6a05b6a0f8d5f4f054_1b2b093bb302.json,1b2b093bb3023dca6c78aec1a62fad2a9d529792cc57feb38912d13e2f2dfba2
Shahjahanpur,shahjahanpur.nic.in,https://web.archive.org/cdx/search/cdx?url=shahjahanpur.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,ok_json,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/0f0c9ec7f1468a6e2cf9_6b855d7e7f21.json,6b855d7e7f2114d0e67fc542aaf506c257861a9a08ef04e2eee19031a9c7fa85
Shamli,shamli.nic.in,https://web.archive.org/cdx/search/cdx?url=shamli.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,ok_json,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/f3661c16beb99cfd3bac_49ddbee786dc.json,49ddbee786dcb77a609820aafd5f4d0b61e5e6efa9e4fff384a4fe99ae38db98
Shrawasti,shravasti.nic.in,https://web.archive.org/cdx/search/cdx?url=shravasti.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,ok_json,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/a08dddc79b1c02ae592a_6fad798e3119.json,6fad798e3119eece2888b9a211b4be35f6119733376a57029e1ea1ce7deb01fa
Siddharthnagar,siddharthnagar.nic.in,https://web.archive.org/cdx/search/cdx?url=siddharthnagar.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,ok_json,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/eab923de128918e13fad_cf9a54445cae.json,cf9a54445caea6cf17d6a6cc4c9da1635803f59891cfaf7e0cbb2ce74de260ae
Sitapur,sitapur.nic.in,https://web.archive.org/cdx/search/cdx?url=sitapur.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,ok_json,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/2522ca91892de82f9837_ee163d8c5faa.json,ee163d8c5faa041c8e34b8e4d6846f373d905065b13bbd033395cf0060517c33
Sant Kabir Nagar,sknagar.nic.in,https://web.archive.org/cdx/search/cdx?url=sknagar.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,ok_json,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/277e08d66b5baebac6e1_bc7bce381bcd.json,bc7bce381bcdb9e23f28fd0b75266806b6eae33946e2e2b5c5bb825d3efa7c12
Sonbhadra,sonbhadra.nic.in,https://web.archive.org/cdx/search/cdx?url=sonbhadra.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,ok_json,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/9904b6af3fc611bff2c7_c9598e45f93d.json,c9598e45f93d6a284b67bd926faffacbe5b0654fda41380d88dbb0faae64177d
Sultanpur,sultanpur.nic.in,https://web.archive.org/cdx/search/cdx?url=sultanpur.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,ok_json,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/76c862d4c6ba5c6e6960_e74e1d8c711d.json,e74e1d8c711db4b94b479cee7a57d4b1dc1ecc69bfb50bd5d5f4b33f6717d1a2
Unnao,unnao.nic.in,https://web.archive.org/cdx/search/cdx?url=unnao.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,ok_json,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/69443806fd5bb8644c8c_d7bf650fb1c4.json,d7bf650fb1c47408540529de406ab1fb7ba5375e5b92783f36368dc8d615806f
Varanasi,varanasi.nic.in,https://web.archive.org/cdx/search/cdx?url=varanasi.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,ok_json,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/635c0094ba8904d1ab37_e892590eab39.json,e892590eab397c64f2f3f3409b0bd2246de3734be7ec321e9c125695845d805f
Agra,agra.nic.in,https://web.archive.org/cdx/search/cdx?url=agra.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=50000&showResumeKey=true&resumeKey=eJzLzNPJy0zWSUwvStTUT81JTS7JzM_TT8vMSS3WN7A01M-r1CtISVMwMjA0MTA3MjawNLAwNQQA4rMQIw,ok_json,data/discovery/2026-09-10/archive_coverage/district_continuations/raw/1a72c137760cd7c7cdff_e0d321271fe1.json,e0d321271fe1de339ed69c7fc56010e91172d4d12603e03f448a33249abb997b
Aligarh,aligarh.nic.in,https://web.archive.org/cdx/search/cdx?url=aligarh.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=50000&showResumeKey=true&resumeKey=eJwFwVEKgCAMANCr9BtILplSH9FZhlEtdJNm9-89FiecHRW-6L1Hf9SHpHIh8dapf8Zy6kTW9qy1iW4YUxoCwAo4QwCMsPxTeRZm,ok_json,data/discovery/2026-09-10/archive_coverage/district_continuations/raw/c8e635b9d4abef248e0b_aba37280ad0c.json,aba37280ad0cf3f58010ce7d0dbdbbc44471ecb9f0901ed4712f51c35ae06de8
Ghaziabad,ghaziabad.nic.in,https://web.archive.org/cdx/search/cdx?url=ghaziabad.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=50000&showResumeKey=true&resumeKey=eJzLzNPJy0zWSc9IrMpMTEpM0dQvL9DNKs7P089PzU1KTdE31DPQB7PsS4tybDNKSgqKrfT14er1gLr1MvP0U_P001JTU5ISk7P1FYwMjAwMTAyMDI0MLA0NAcyHIK8,ok_json,data/discovery/2026-09-10/archive_coverage/district_continuations/raw/a31de42250bb84baa038_2ca0e042b4e6.json,2ca0e042b4e692fabbf17d43011148a1adbbcb7a033249adae443d71b6ca5742
Ghazipur,ghazipur.nic.in,https://web.archive.org/cdx/search/cdx?url=ghazipur.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=50000&showResumeKey=true&resumeKey=eJzLzNPJy0zWSc9IrMosKC3S1M_Jzy5LzMvULy4p0M9PS8tMTi0qzyxONYpPSS1JzMzRSywusAeKJ-enpNoaWpgoGBkYWBqYGBoYGhpamJoCAJBNGrU,ok_json,data/discovery/2026-09-10/archive_coverage/district_continuations/raw/cccb8e3e7d45b8af0600_6230d04c6d46.json,6230d04c6d4607032f1b9ec4136ee81ecaf150b331837aebb022a7bc0fb05e37
Gonda,gonda.nic.in,https://web.archive.org/cdx/search/cdx?url=gonda.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=50000&showResumeKey=true&resumeKey=eJzLzNPJy0zWSc_PS0nU1M_Jzy5LzMvULy5JLCktzsxLy9dLLC6wT87PLcjLtzUyNjBVMDIwsDQwMTQ0MDM2NjECANPFFGU,ok_json,data/discovery/2026-09-10/archive_coverage/district_continuations/raw/75f3b6883790218eed5d_c249b3e290af.json,c249b3e290afbe1566996105c8bbf8dda1c36d5014c594fc7846145370b826d8
Gorakhpur,gorakhpur.nic.in,https://web.archive.org/cdx/search/cdx?url=gorakhpur.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=50000&showResumeKey=true&resumeKey=eJzLzNPJy0zWSc8vSszOKCgt0tQvyy9JLcrJLC7RNzQz1s8tApIGRqZmegUpaQpGBgbmhkaGpobGRgZGRgBuTxID,ok_json,data/discovery/2026-09-10/archive_coverage/district_continuations/raw/7068b1c9574310356627_6af95445c4b8.json,6af95445c4b8d7f71debe72898ea435398051b28ea901dab1058cc7142f0f413
Hardoi,hardoi.nic.in,https://web.archive.org/cdx/search/cdx?url=hardoi.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=50000&showResumeKey=true&resumeKey=eJzLzNPJy0zWyUgsSsnP1NTPyc8uS8zL1C8uSSwpLc7MS8vXSywusE_Ozy3Iy7c1szQ1sVAwMjAwNzQyMjYEEibGAATgFRQ,ok_json,data/discovery/2026-09-10/archive_coverage/district_continuations/raw/3480e4aecea081034826_5b740f67bcfb.json,5b740f67bcfba69d66ae5b21c5f1e3eaeccf81213a83d9bec76b043347ad483c
Jhansi,jhansi.nic.in,https://web.archive.org/cdx/search/cdx?url=jhansi.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=50000&showResumeKey=true&resumeKey=eJzLzNPJy0zWycpIzCvO1NQvKE3KyUzWLS3JzMksqdQvSszLLCgtUjAyMDIwsDSyBNIWxmYA8F0RHA,ok_json,data/discovery/2026-09-10/archive_coverage/district_continuations/raw/e50dfe4eef2a4e6bf70a_fa74929baa35.json,fa74929baa35956c8a924daa27f5b5feebade605ec8e1ba6f2ffb7fbb59409c7
Kannauj,kannauj.nic.in,https://web.archive.org/cdx/search/cdx?url=kannauj.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=50000&showResumeKey=true&resumeKey=eJzLzNPJy0zWyU7My0sszdLULy_QzcxLzilNSS3WzwKiwtLUokoopZdVbF-WWmRrqGdopGeiYGRgaGFgZmhiYAxEpgDHphec,ok_json,data/discovery/2026-09-10/archive_coverage/district_continuations/raw/df751ef199b9a04250d3_0fa8f186c51c.json,0fa8f186c51c8f3a26ca15efe6f6faabe2b32321a7fe4a3961b9f0017f29b358
Kanpur Dehat,kanpurdehat.nic.in,https://web.archive.org/cdx/search/cdx?url=kanpurdehat.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=50000&showResumeKey=true&resumeKey=eJzLzNPJy0zWyU7MKygtSknNSCzR1M8rLtZPSizOTC5IrNQvTs1JTS6JT80t0EssLrAH0vHJ-SmptkYGhgpGBgaWBiaGBobGRuYG5gAW7xkZ,ok_json,data/discovery/2026-09-10/archive_coverage/district_continuations/raw/fed32c0583e8f9232a03_3fb2fbf078e7.json,3fb2fbf078e723deec21516f5c85e8f40cd2b441575f820f04572a8a2491c68d
Kanpur Nagar,kanpurnagar.nic.in,https://web.archive.org/cdx/search/cdx?url=kanpurnagar.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=50000&showResumeKey=true&resumeKey=eJzLzNPJy0zWyU7MKygtyktMTyzS1C_KT0xJLi3RNzI3NDIyMDSBCYD4hibxBsbx-WnxBuZ6WQXpCkB5UwMTAyNDU0NDE0MA_JYXaA,ok_json,data/discovery/2026-09-10/archive_coverage/district_continuations/raw/050d5b0ad7e1892b5c64_7251402125b1.json,7251402125b1cce32bd186df4492a0a721163b3db639272cb96f6c43c4fd17bf
Kheri,kheri.nic.in,https://web.archive.org/cdx/search/cdx?url=kheri.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=50000&showResumeKey=true&resumeKey=eJzLzNPJy0zWyc5ILcrU1M_Jzy5LzMvULy5JLCktzsxLy9dLLC6wT87PLcjLtzUxNLVUMDIwsDQwMTQwtDAyMjEEANZcFHc,ok_json,data/discovery/2026-09-10/archive_coverage/district_continuations/raw/04f971924540c17f2bd4_cea22e6a097c.json,cea22e6a097c9bb98729b1219671691d84ac304f7369a4ea4ab64aa5a0169290
Lucknow,lucknow.nic.in,https://web.archive.org/cdx/search/cdx?url=lucknow.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=50000&showResumeKey=true&resumeKey=eJzLzNPJy0zWySlNzs7LL9fUhzL0c7LzcxML9DJKcnMUjAwMjQwNDc0NDI3NTAwBy7IQPA,ok_json,data/discovery/2026-09-10/archive_coverage/district_continuations/raw/47e485a2ca4440f3df45_c29e79df47e6.json,c29e79df47e61731d57160a8b35133ddb934005e9ef2495cc713a34aed9f6648
Mahrajganj,maharajganj.nic.in,https://web.archive.org/cdx/search/cdx?url=maharajganj.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=50000&showResumeKey=true&resumeKey=eJwFwVEKgCAMANCr9BtIzhSi04xlOmdqUvjR7XtPmmriVaVED2Wmlmc9zu_mFRMe5K_RMUoJr_ZFOkolDgB2YYnTCrAZgN0465z5AfQhGLI,ok_json,data/discovery/2026-09-10/archive_coverage/district_continuations/raw/59791a35d9e4918efaa0_61ec2841362b.json,61ec2841362b1e0e75168a602cb459d02a71ae8c38838f964c7a90a00019d52d
Meerut,meerut.nic.in,https://web.archive.org/cdx/search/cdx?url=meerut.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=50000&showResumeKey=true&resumeKey=eJzLzNPJy0zWyU1NLSot0dRPzUlNLsnMz9MvSi3OTClNzNFPNDAxAxMGRpYGegUpaQpGBgaWBiaGBkaGxuampgDYrBOd,ok_json,data/discovery/2026-09-10/archive_coverage/district_continuations/raw/07669b75b617c3497ead_d85663292522.json,d8566329252209e94fabce7de263a7ec08fe869620cd7e944b5fa159745150d7
Moradabad,moradabad.nic.in,https://web.archive.org/cdx/search/cdx?url=moradabad.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=50000&showResumeKey=true&resumeKey=eJzLzNPJy0zWyc0vSkxJTEpM0dTPyc8uS8zL1C8uSSwpLc7MS8vXSywusE_Ozy3Iy7c1sTSzUDAyMLA0MDE0MDIyNTA1BQA68hYI,ok_json,data/discovery/2026-09-10/archive_coverage/district_continuations/raw/5d92213e7c62c3cdb85b_0cc53c6f6be7.json,0cc53c6f6be79bef4228eb1316729103c48d3b745e3c9093169116bff59953dc
Muzaffarnagar,muzaffarnagar.nic.in,https://web.archive.org/cdx/search/cdx?url=muzaffarnagar.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=50000&showResumeKey=true&resumeKey=eJwFwVsKgCAQBdCt9BtIzkRJfkRruQjGBI7ig6DVd46oUQkmjQ8xoipu1Nk-0BcqtnX00URj5gWtXCGnovl0h59WIk8bE-_kmH6u5Be9,ok_json,data/discovery/2026-09-10/archive_coverage/district_continuations/raw/377bcf291df5047ff159_f8fe8c00703c.json,f8fe8c00703c4a00fdc5342920b4e0be3d9611c3c216a674a750e1e1ac66a88c
Rae Bareli,raebareli.nic.in,https://web.archive.org/cdx/search/cdx?url=raebareli.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=50000&showResumeKey=true&resumeKey=eJwNyEEKgCAQAMCvdA0kd0WwDtFTYtMVlkRFpb5fcxzJKotXjfiixklmncr9UBbdR9UlRvHcXumMZ-BBkhbq9fjfl8D76iYD4NCgQwtgtw-KVRrE,ok_json,data/discovery/2026-09-10/archive_coverage/district_continuations/raw/d5bf6212a9f3b8cec6de_fdbee48a1516.json,fdbee48a15169b0cb80e5bf599cf39ff3db77a59138f213ecab155c020ba4d98
Shahjahanpur,shahjahanpur.nic.in,https://web.archive.org/cdx/search/cdx?url=shahjahanpur.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=50000&showResumeKey=true&resumeKey=eJzLzNPJy0zWKc5IzMhKzEjMKygt0tQvT02Kz8xNTE8t1s9LLU_Pz9TLKkhXMDIwNDE0MjIyNDc2MDACAFq6EtQ,ok_json,data/discovery/2026-09-10/archive_coverage/district_continuations/raw/913c004322e60b9f75a1_15f9388371c9.json,15f9388371c9d3cabde00168181fd690998d1441a8b1f15ee50e46f9a3ffbe11
Sultanpur,sultanpur.nic.in,https://web.archive.org/cdx/search/cdx?url=sultanpur.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=50000&showResumeKey=true&resumeKey=eJzLzNPJy0zWKS7NKUnMKygt0tQvLssvSS0q1i8AEvGGJgZG8QaG8QYGpnpVmQUKRgYGlgYmhkDS0NLIDACWQhL1,ok_json,data/discovery/2026-09-10/archive_coverage/district_continuations/raw/373e2946be8d5876074e_d01c2cda9d05.json,d01c2cda9d05ee13258bb336d1ad4c1963a0de45b5b59ac0170cfc4cb7b7cce9
