original,timestamp,mimetype,statuscode,digest,district,host,response_path,response_sha256,pdf_candidate,election_url_candidate,url_year_hints,election_year_verified,priority_score,content_review_status,triage_basis
https://barabanki.nic.in/hi/%E0%A4%AA%E0%A4%82%E0%A4%9A%E0%A4%BE%E0%A4%AF%E0%A4%A4-%E0%A4%A8%E0%A4%BF%E0%A4%B0%E0%A5%8D%E0%A4%B5%E0%A4%BE%E0%A4%9A%E0%A4%A8-%E0%A4%86%E0%A4%B0%E0%A4%95%E0%A5%8D%E0%A4%B7%E0%A4%A3-2021/,20221203063155,text/html,200,HVLFHTZ4LJGN3ZTV2RT3ALYTBUPWVYJ2,Bara Banki,barabanki.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/63eb2d739302549a704f_ceaf765fed14.json,ceaf765fed14073286c4bc5ae020f163a51557a35803d1908a4a53f7e4ad94f3,False,True,2021,,30,not_reviewed,panchayat_and_reservation_in_url
https://barabanki.nic.in/panchayat-election-reservation-2021/,20210302135300,text/html,200,RCYKULDQ7TNZZ6JAYQC2JHBSKCLNIXQK,Bara Banki,barabanki.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/63eb2d739302549a704f_ceaf765fed14.json,ceaf765fed14073286c4bc5ae020f163a51557a35803d1908a4a53f7e4ad94f3,False,True,2021,,30,not_reviewed,panchayat_and_reservation_in_url
https://ghazipur.nic.in/hi/event/%E0%A4%AA%E0%A4%82%E0%A4%9A%E0%A4%BE%E0%A4%AF%E0%A4%A4-%E0%A4%9A%E0%A5%81%E0%A4%A8%E0%A4%BE%E0%A4%B5-%E0%A4%86%E0%A4%B0%E0%A4%95%E0%A5%8D%E0%A4%B7%E0%A4%A3-%E0%A4%86%E0%A4%AA%E0%A4%A4%E0%A5%8D/,20220702013126,text/html,200,IA7VJUL57D6ZKRM6QGRS6ICWOV6IB26X,Ghazipur,ghazipur.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/3eec15e00a63b73a56ef_99286e1372ab.json,99286e1372ab789c63a69036b6521dfb536d86a7c741c7f8a871fdf00fc8c08e,False,True,,,30,not_reviewed,panchayat_and_reservation_in_url
https://kanpurdehat.nic.in/hi/notice/%E0%A4%AA%E0%A4%82%E0%A4%9A%E0%A4%BE%E0%A4%AF%E0%A4%A4-%E0%A4%A8%E0%A4%BF%E0%A4%B0%E0%A5%8D%E0%A4%B5%E0%A4%BE%E0%A4%9A%E0%A4%A8-2021-%E0%A4%86%E0%A4%B0%E0%A4%95%E0%A5%8D%E0%A4%B7%E0%A4%A3/,20220703234308,text/html,200,LLSFVIWDAEZS72LZBSG56IEYK3DCZKBR,Kanpur Dehat,kanpurdehat.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/2ae575acc9e31772946f_8cfe27f05aec.json,8cfe27f05aecb8c1728c81ee69604a367b1fbb8f8deafd4959518972687b2cc2,False,True,2021,,30,not_reviewed,panchayat_and_reservation_in_url
https://kanpurdehat.nic.in/notice/panchayat-elections-2021-reservations-lists/,20210417000722,text/html,200,J4XRZZAM3IUGLNQZELDQPGXJTTBFSW7P,Kanpur Dehat,kanpurdehat.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/2ae575acc9e31772946f_8cfe27f05aec.json,8cfe27f05aecb8c1728c81ee69604a367b1fbb8f8deafd4959518972687b2cc2,False,True,2021,,30,not_reviewed,panchayat_and_reservation_in_url
https://kasganj.nic.in/document/notification-reservation-in-nagar-palika-parishad-and-nagar-panchayat/,20230929101113,text/html,200,OBSRUOXK5QOHUQ33D7LKAEEF5D4CQUAH,Kasganj,kasganj.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/4fc618c0cf887aeab6fe_cd2009e504e6.json,cd2009e504e677effed851da2a80098df4490ac18cac0dc9280dd8e208d47c6a,False,True,,,30,not_reviewed,panchayat_and_reservation_in_url
https://mau.nic.in/en/general-election-2021-reservation-details-of-panchayats/,20221209013329,text/html,200,OOSMTICSIWGGO4WX4TUXQI7IHAACVGBD,Mau,mau.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/d84c257b06e068d42758_8dbe77a1e33c.json,8dbe77a1e33cc7b1a0e04301d2980e377d7b377171d98fb6ee52872a1a505f16,False,True,2021,,30,not_reviewed,panchayat_and_reservation_in_url
https://mau.nic.in/general-election-2021-reservation-details-of-panchayats/,20210612194820,text/html,200,ID4XSFRXSBHU2SVINWBHZ7FGGP7U5VAP,Mau,mau.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/d84c257b06e068d42758_8dbe77a1e33c.json,8dbe77a1e33cc7b1a0e04301d2980e377d7b377171d98fb6ee52872a1a505f16,False,True,2021,,30,not_reviewed,panchayat_and_reservation_in_url
https://mau.nic.in/panchayat-election-2021-1995-2015-reservations-details/,20210512145506,text/html,200,43EQSMGHTVVHJHWKXSRSFT6XLGUWX4FP,Mau,mau.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/d84c257b06e068d42758_8dbe77a1e33c.json,8dbe77a1e33cc7b1a0e04301d2980e377d7b377171d98fb6ee52872a1a505f16,False,True,1995;2015;2021,,30,not_reviewed,panchayat_and_reservation_in_url
http://pratapgarh.nic.in:80/Panchayat_Reservation.html,20150914193159,text/html,200,WXISGCNRVI6B6BEQTLNCBEK6XNP6BFCT,Pratapgarh,pratapgarh.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/315309ead7f01147df0f_831a2bf998e8.json,831a2bf998e899ea02160ceedff072ff82587ef625861b336a350e05ecc5402a,False,True,,,30,not_reviewed,panchayat_and_reservation_in_url
http://sitapur.nic.in:80/Reservation_pradhan/Reservation_pradhan.htm,20100924073506,text/html,200,YJ2DPLARF5OSFPNV7FOPQ435PCCIIIGK,Sitapur,sitapur.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/2522ca91892de82f9837_ee163d8c5faa.json,ee163d8c5faa041c8e34b8e4d6846f373d905065b13bbd033395cf0060517c33,False,True,,,30,not_reviewed,panchayat_and_reservation_in_url
http://agra.nic.in/Jila%20Panchyat-rti.pdf,20090410011330,application/pdf,200,YTQ6AMOBMFVLKCH6ADA5E2VCX5NY52NH,Agra,agra.nic.in,data/discovery/2026-09-10/archive_coverage/district_continuations/raw/1a72c137760cd7c7cdff_e0d321271fe1.json,e0d321271fe1de339ed69c7fc56010e91172d4d12603e03f448a33249abb997b,True,True,,,22,not_reviewed,panchayat_in_url
http://agra.nic.in/Tender/TENDER%20(ZILA%20PANCHAYAT%20AGRA).pdf,20150607215935,application/pdf,200,NFF2OO4K7PZBRQT4WKSSRUGRDPCT3RMG,Agra,agra.nic.in,data/discovery/2026-09-10/archive_coverage/district_continuations/raw/1a72c137760cd7c7cdff_e0d321271fe1.json,e0d321271fe1de339ed69c7fc56010e91172d4d12603e03f448a33249abb997b,True,True,,,22,not_reviewed,panchayat_in_url
http://agra.nic.in/Tender/Zila%20panchayat.pdf,20111125004108,application/pdf,200,XCEQP6WGSLWSLUEG3ZDVNQVQG6YR2EOU,Agra,agra.nic.in,data/discovery/2026-09-10/archive_coverage/district_continuations/raw/1a72c137760cd7c7cdff_e0d321271fe1.json,e0d321271fe1de339ed69c7fc56010e91172d4d12603e03f448a33249abb997b,True,True,,,22,not_reviewed,panchayat_in_url
http://agra.nic.in/Tender/jila%20panchayat%202017.pdf,20170618190259,application/pdf,200,SQLJ562H3XVD4P66G5SW2WNRXAY47PMU,Agra,agra.nic.in,data/discovery/2026-09-10/archive_coverage/district_continuations/raw/1a72c137760cd7c7cdff_e0d321271fe1.json,e0d321271fe1de339ed69c7fc56010e91172d4d12603e03f448a33249abb997b,True,True,2017,,22,not_reviewed,panchayat_in_url
http://agra.nic.in/Tender/nagr%20panchayat%20pinahat.pdf,20170618145006,application/pdf,200,PWXBDJIJC455H7BCQ7RNAD5S7YYE5FFR,Agra,agra.nic.in,data/discovery/2026-09-10/archive_coverage/district_continuations/raw/1a72c137760cd7c7cdff_e0d321271fe1.json,e0d321271fe1de339ed69c7fc56010e91172d4d12603e03f448a33249abb997b,True,True,,,22,not_reviewed,panchayat_in_url
http://agra.nic.in/Tender/tender-jila-panchayat.pdf,20130822200917,application/pdf,200,KP5FVZUUXCLHSV3KHHHTNLAEDKSIU6KW,Agra,agra.nic.in,data/discovery/2026-09-10/archive_coverage/district_continuations/raw/1a72c137760cd7c7cdff_e0d321271fe1.json,e0d321271fe1de339ed69c7fc56010e91172d4d12603e03f448a33249abb997b,True,True,,,22,not_reviewed,panchayat_in_url
http://agra.nic.in/smsMaster/GramPanchayat.pdf,20110721165755,application/pdf,200,Q7CXUUOJE5X2TMVSTPHZBUNCCTQ2R4Q7,Agra,agra.nic.in,data/discovery/2026-09-10/archive_coverage/district_continuations/raw/1a72c137760cd7c7cdff_e0d321271fe1.json,e0d321271fe1de339ed69c7fc56010e91172d4d12603e03f448a33249abb997b,True,True,,,22,not_reviewed,panchayat_in_url
http://agra.nic.in/zilapanchayat022009.pdf,20090410061747,application/pdf,200,45WIMXI3M5VX77QNGRYIGBDU5NUIIGJZ,Agra,agra.nic.in,data/discovery/2026-09-10/archive_coverage/district_continuations/raw/1a72c137760cd7c7cdff_e0d321271fe1.json,e0d321271fe1de339ed69c7fc56010e91172d4d12603e03f448a33249abb997b,True,True,,,22,not_reviewed,panchayat_in_url
http://agra.nic.in/zilapanchayatjan09.pdf,20090410061812,application/pdf,200,ILUYZ4PGGG45PY443QBERNB6XI3QY63M,Agra,agra.nic.in,data/discovery/2026-09-10/archive_coverage/district_continuations/raw/1a72c137760cd7c7cdff_e0d321271fe1.json,e0d321271fe1de339ed69c7fc56010e91172d4d12603e03f448a33249abb997b,True,True,,,22,not_reviewed,panchayat_in_url
http://agra.nic.in:80/pdf/Zila%20Panchayat%20Nivida%20Suchna%20Sanshodhan.pdf,20180728131914,application/pdf,200,RIXGPV2RGUOQWIRLGK6WGGIAALXVDCMD,Agra,agra.nic.in,data/discovery/2026-09-10/archive_coverage/district_continuations/raw/1a72c137760cd7c7cdff_e0d321271fe1.json,e0d321271fe1de339ed69c7fc56010e91172d4d12603e03f448a33249abb997b,True,True,,,22,not_reviewed,panchayat_in_url
http://aligarh.nic.in/TENDER/zilapan/Zila%20Panchayat%20aligarh%2007.02.08.pdf,20090410101405,application/pdf,200,LPV2DOTJDU3N4SFIMYW3IRPOVYJK3FO6,Aligarh,aligarh.nic.in,data/discovery/2026-09-10/archive_coverage/district_continuations/raw/c8e635b9d4abef248e0b_aba37280ad0c.json,aba37280ad0cf3f58010ce7d0dbdbbc44471ecb9f0901ed4712f51c35ae06de8,True,True,,,22,not_reviewed,panchayat_in_url
http://aligarh.nic.in/Tender_2015/Tender_Jila_Panchyat.pdf,20170405234056,application/pdf,200,AQZBDFJQ3D76IOURVN2GJTE7N5YELSA2,Aligarh,aligarh.nic.in,data/discovery/2026-09-10/archive_coverage/district_continuations/raw/c8e635b9d4abef248e0b_aba37280ad0c.json,aba37280ad0cf3f58010ce7d0dbdbbc44471ecb9f0901ed4712f51c35ae06de8,True,True,2015,,22,not_reviewed,panchayat_in_url
http://aligarh.nic.in/Tender_2015/zila_panchayat_sanshodhit29-09-16.pdf,20170405225349,application/pdf,200,Y3Y3YKCFIALAHGZUD566CCL2HV6MQ3WJ,Aligarh,aligarh.nic.in,data/discovery/2026-09-10/archive_coverage/district_continuations/raw/c8e635b9d4abef248e0b_aba37280ad0c.json,aba37280ad0cf3f58010ce7d0dbdbbc44471ecb9f0901ed4712f51c35ae06de8,True,True,2015,,22,not_reviewed,panchayat_in_url
http://aligarh.nic.in/pdfpradhan/khair.pdf,20090410074428,application/pdf,200,4JFZW4WDXN2G552XZUWN4OWZHO7DU766,Aligarh,aligarh.nic.in,data/discovery/2026-09-10/archive_coverage/district_continuations/raw/c8e635b9d4abef248e0b_aba37280ad0c.json,aba37280ad0cf3f58010ce7d0dbdbbc44471ecb9f0901ed4712f51c35ae06de8,True,True,,,22,not_reviewed,panchayat_in_url
http://aligarh.nic.in/sms250807/CONSOLIDATEREPORT-UPTOROUND7/GRAMPANCHAYATSUMMARY-CONSOLIDATE-UPTOROUND8.pdf,20090410073326,application/pdf,200,PZBNJHVLJHM2ZARKC2TIDFT3BOHNIPIZ,Aligarh,aligarh.nic.in,data/discovery/2026-09-10/archive_coverage/district_continuations/raw/c8e635b9d4abef248e0b_aba37280ad0c.json,aba37280ad0cf3f58010ce7d0dbdbbc44471ecb9f0901ed4712f51c35ae06de8,True,True,,,22,not_reviewed,panchayat_in_url
http://aligarh.nic.in:80/CSC_SPV/PMGDISHA/panchayat_approval_form.pdf,20170611072640,application/pdf,200,ZSWFHHHKLCRBCJRMN5LX7XOYF5GHKABC,Aligarh,aligarh.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/94de0c87642cde5a39d5_e921d716e637.json,e921d716e637fd2e1a5ca7b0ecb0e93ec390db262563b69a98ef21b25e900fa8,True,True,,,22,not_reviewed,panchayat_in_url
http://aligarh.nic.in:80/CSC_SPV/Remaning/Remaing_Panchyat_SPV.pdf,20161215135511,application/pdf,200,P3HDQ4GMMIUEDLNF4ZJKNKWV2Q46FUFL,Aligarh,aligarh.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/94de0c87642cde5a39d5_e921d716e637.json,e921d716e637fd2e1a5ca7b0ecb0e93ec390db262563b69a98ef21b25e900fa8,True,True,,,22,not_reviewed,panchayat_in_url
http://aligarh.nic.in:80/Tender_2015/Tender%20Zila%20Panchayat%2002.09.15.pdf,20160413063718,application/pdf,200,UFIMLSFBXUPMHNYW2BLVSBCEKLPUGGMD,Aligarh,aligarh.nic.in,data/discovery/2026-09-10/archive_coverage/district_continuations/raw/c8e635b9d4abef248e0b_aba37280ad0c.json,aba37280ad0cf3f58010ce7d0dbdbbc44471ecb9f0901ed4712f51c35ae06de8,True,True,2015,,22,not_reviewed,panchayat_in_url
http://aligarh.nic.in:80/drda/drda/panchayati.pdf,20040509184759,application/pdf,200,AFSTNAU6GO3MQMGXRAKZWLS4BSMJPWDW,Aligarh,aligarh.nic.in,data/discovery/2026-09-10/archive_coverage/district_continuations/raw/c8e635b9d4abef248e0b_aba37280ad0c.json,aba37280ad0cf3f58010ce7d0dbdbbc44471ecb9f0901ed4712f51c35ae06de8,True,True,,,22,not_reviewed,panchayat_in_url
http://aligarh.nic.in:80/pdfpradhan/akrabad.pdf,20070710033938,application/pdf,200,XOYNOBEVYFBUQYBTT44X2WZ4Y5PIDVZD,Aligarh,aligarh.nic.in,data/discovery/2026-09-10/archive_coverage/district_continuations/raw/c8e635b9d4abef248e0b_aba37280ad0c.json,aba37280ad0cf3f58010ce7d0dbdbbc44471ecb9f0901ed4712f51c35ae06de8,True,True,,,22,not_reviewed,panchayat_in_url
http://aligarh.nic.in:80/pdfpradhan/atarauli.pdf,20070710033250,application/pdf,200,DN2SLNKH7JI5X4LUL6ARDXUQWGJ2PYWM,Aligarh,aligarh.nic.in,data/discovery/2026-09-10/archive_coverage/district_continuations/raw/c8e635b9d4abef248e0b_aba37280ad0c.json,aba37280ad0cf3f58010ce7d0dbdbbc44471ecb9f0901ed4712f51c35ae06de8,True,True,,,22,not_reviewed,panchayat_in_url
http://aligarh.nic.in:80/pdfpradhan/bijoli.pdf,20070710033342,application/pdf,200,ZOVEPOL3HAJM5V2ONKPV4I5SRU5YJGUA,Aligarh,aligarh.nic.in,data/discovery/2026-09-10/archive_coverage/district_continuations/raw/c8e635b9d4abef248e0b_aba37280ad0c.json,aba37280ad0cf3f58010ce7d0dbdbbc44471ecb9f0901ed4712f51c35ae06de8,True,True,,,22,not_reviewed,panchayat_in_url
http://aligarh.nic.in:80/pdfpradhan/dhanipur.pdf,20070710033957,application/pdf,200,RDXRXYP7FV3BIJW2E2BHZOUIEJPPRENQ,Aligarh,aligarh.nic.in,data/discovery/2026-09-10/archive_coverage/district_continuations/raw/c8e635b9d4abef248e0b_aba37280ad0c.json,aba37280ad0cf3f58010ce7d0dbdbbc44471ecb9f0901ed4712f51c35ae06de8,True,True,,,22,not_reviewed,panchayat_in_url
http://aligarh.nic.in:80/pdfpradhan/gangiri.pdf,20070710034011,application/pdf,200,2Z443OTQZ4RMDEZ5FKTE7HOUVGLQ5QT2,Aligarh,aligarh.nic.in,data/discovery/2026-09-10/archive_coverage/district_continuations/raw/c8e635b9d4abef248e0b_aba37280ad0c.json,aba37280ad0cf3f58010ce7d0dbdbbc44471ecb9f0901ed4712f51c35ae06de8,True,True,,,22,not_reviewed,panchayat_in_url
http://aligarh.nic.in:80/pdfpradhan/gonda.pdf,20070710033910,application/pdf,200,AERADRPOBICJXGS6DRZW3M2OJA2JQTFG,Aligarh,aligarh.nic.in,data/discovery/2026-09-10/archive_coverage/district_continuations/raw/c8e635b9d4abef248e0b_aba37280ad0c.json,aba37280ad0cf3f58010ce7d0dbdbbc44471ecb9f0901ed4712f51c35ae06de8,True,True,,,22,not_reviewed,panchayat_in_url
http://aligarh.nic.in:80/pdfpradhan/igalas.pdf,20070710033218,application/pdf,200,CGYH7XBJV3FHPJHWWE4ZMNP4HZW7DM3L,Aligarh,aligarh.nic.in,data/discovery/2026-09-10/archive_coverage/district_continuations/raw/c8e635b9d4abef248e0b_aba37280ad0c.json,aba37280ad0cf3f58010ce7d0dbdbbc44471ecb9f0901ed4712f51c35ae06de8,True,True,,,22,not_reviewed,panchayat_in_url
http://aligarh.nic.in:80/pdfpradhan/jawan.pdf,20070710033859,application/pdf,200,2RH2WAYEJICAA5NDZXJGHSCX5HHPYF2C,Aligarh,aligarh.nic.in,data/discovery/2026-09-10/archive_coverage/district_continuations/raw/c8e635b9d4abef248e0b_aba37280ad0c.json,aba37280ad0cf3f58010ce7d0dbdbbc44471ecb9f0901ed4712f51c35ae06de8,True,True,,,22,not_reviewed,panchayat_in_url
http://aligarh.nic.in:80/pdfpradhan/lodha.pdf,20070710033037,application/pdf,200,HROF7NLPNZFT73OYJ2Y5XG7ME7L664GU,Aligarh,aligarh.nic.in,data/discovery/2026-09-10/archive_coverage/district_continuations/raw/c8e635b9d4abef248e0b_aba37280ad0c.json,aba37280ad0cf3f58010ce7d0dbdbbc44471ecb9f0901ed4712f51c35ae06de8,True,True,,,22,not_reviewed,panchayat_in_url
http://ambedkarnagar.nic.in/PDF_new/Zilapanchayat.pdf,20160811101534,application/pdf,200,GIXVXWC44GTSYDGZZF4UXXEJAMWQJKSP,Ambedkar Nagar,ambedkarnagar.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/b25ceaa3ac936999e4ca_003c4e7a18ae.json,003c4e7a18aec45d074babd843e713d7bb253e3775d475b539c591a548ef1a01,True,True,,,22,not_reviewed,panchayat_in_url
http://ambedkarnagar.nic.in/PDF_new/zilapanch.pdf,20160810225839,application/pdf,200,G3YIHTULO5FPP5IMJIK5BS4S6XO7LLNL,Ambedkar Nagar,ambedkarnagar.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/b25ceaa3ac936999e4ca_003c4e7a18ae.json,003c4e7a18aec45d074babd843e713d7bb253e3775d475b539c591a548ef1a01,True,True,,,22,not_reviewed,panchayat_in_url
http://ambedkarnagar.nic.in/tender/jila-panchayat-ambedkarnagar/Tander%202012%20Mela%20and%20raj%20vitt.pdf,20130206034406,application/pdf,200,CJDN3RCDSI5GCY7ZFLZTJ3W2OFQOWYBP,Ambedkar Nagar,ambedkarnagar.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/b25ceaa3ac936999e4ca_003c4e7a18ae.json,003c4e7a18aec45d074babd843e713d7bb253e3775d475b539c591a548ef1a01,True,True,2012,,22,not_reviewed,panchayat_in_url
http://ambedkarnagar.nic.in:80/PDF_new/Zilapanchayatt.pdf,20150922004557,application/pdf,200,XP2LTPI2O5VO7IZIJBUD5CODCZTY7JN6,Ambedkar Nagar,ambedkarnagar.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/b25ceaa3ac936999e4ca_003c4e7a18ae.json,003c4e7a18aec45d074babd843e713d7bb253e3775d475b539c591a548ef1a01,True,True,,,22,not_reviewed,panchayat_in_url
http://ambedkarnagar.nic.in:80/PDF_new/chetrapanchayat.pdf,20150922021529,application/pdf,200,GRDOZ5EITXYFVTZTWWQ4GICI3KCH5IV5,Ambedkar Nagar,ambedkarnagar.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/b25ceaa3ac936999e4ca_003c4e7a18ae.json,003c4e7a18aec45d074babd843e713d7bb253e3775d475b539c591a548ef1a01,True,True,,,22,not_reviewed,panchayat_in_url
http://ambedkarnagar.nic.in:80/pdf/Panchayat.pdf,20131127043712,application/pdf,200,2WX4L7LMYZWYPMGS4ORDOZLZ2YUVI3NF,Ambedkar Nagar,ambedkarnagar.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/b25ceaa3ac936999e4ca_003c4e7a18ae.json,003c4e7a18aec45d074babd843e713d7bb253e3775d475b539c591a548ef1a01,True,True,,,22,not_reviewed,panchayat_in_url
http://ambedkarnagar.nic.in:80/pdf/Panchayat1.pdf,20131127035126,application/pdf,200,KENM45ZNEYP4HAP7KPMWJJ7UFH2ET7HF,Ambedkar Nagar,ambedkarnagar.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/b25ceaa3ac936999e4ca_003c4e7a18ae.json,003c4e7a18aec45d074babd843e713d7bb253e3775d475b539c591a548ef1a01,True,True,,,22,not_reviewed,panchayat_in_url
http://amethi.nic.in/recruitment/Zila%20Panchayat%20Amethi%20Tender%20From.pdf,20150517054556,application/pdf,200,ZN4URHWUS52PRO2VBPSPDDZHGIJTFJ3D,Amethi,amethi.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/e3b87bd1df87955058d8_193ad215b873.json,193ad215b8730d6b48bb13e63ddd0c3227f0346b3265fa3c3da93f968d7f7799,True,True,,,22,not_reviewed,panchayat_in_url
http://auraiya.nic.in/byelectionpanchayat.pdf,20170110065827,application/pdf,200,HIGRJ72RU26ZBHBFHYXKZB235F2ZTY55,Auraiya,auraiya.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/cc8fb82efb9f51092d47_3c4ddab15a2e.json,3c4ddab15a2e802958adcd4d4822566981c58c0e5b14d4bd720d969876482fcd,True,True,,,22,not_reviewed,panchayat_in_url
http://auraiya.nic.in:80/npanchayatdiauraiya.pdf,20170610233842,application/pdf,200,5X3ENS72RHXAPSJDSLLO5ETHLTMWPHKP,Auraiya,auraiya.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/cc8fb82efb9f51092d47_3c4ddab15a2e.json,3c4ddab15a2e802958adcd4d4822566981c58c0e5b14d4bd720d969876482fcd,True,True,,,22,not_reviewed,panchayat_in_url
