election_gp_key,election_year,source_file,source_row_number,source_record_id,gp_number_raw,district_name_hindi,district_name_eng_raw,district_name_eng,district_name_std_raw,district_name_alias_used,block_name_hindi,block_name_eng_raw,block_name_eng,block_name_std_raw,block_xwalk_used,block_name_alias_used,lgd_block_code,gp_name_hindi,lgd_gp_code,lgd_gp_name,lgd_gp_link_method,lgd_gp_link_score,lgd_gp_linked,gp_name_eng_raw,gp_name_eng,name_override_used,district_name_std,block_name_std,gp_name_std,normalized_name_key,normalized_name_key_n,link_eligible,reservation_status_hindi,reservation_status_eng,reservation_class,women_reserved,pradhan_name_hindi,pradhan_name_eng_raw,winner_sex_hindi,winner_woman,result_status_hindi,exception_reason
up2005__row36027,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,36027,NA,23,फैजाबाद,Faizabad,Ayodhya,faizabad,TRUE,पूराबाजार,Puraabaajaar,Puraabaajaar,puraabaajaar,FALSE,FALSE,NA,सुक्खापुरइटौरा  मोहतसिमपुर,NA,NA,NA,NA,FALSE,NA,NA,FALSE,ayodhya,puraabaajaar,NA,NA,NA,FALSE,NA,Unknown,unknown,NA,महिला,Mahila,पुरुष,0,NA,missing_normalized_component
up2005__row36028,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,36028,NA,24,फैजाबाद,Faizabad,Ayodhya,faizabad,TRUE,पूराबाजार,Puraabaajaar,Puraabaajaar,puraabaajaar,FALSE,FALSE,NA,मोहतसिमपुर  अकवारा,NA,NA,NA,NA,FALSE,NA,NA,FALSE,ayodhya,puraabaajaar,NA,NA,NA,FALSE,NA,Unknown,unknown,NA,यादव,Yadav,पुरुष,0,NA,missing_normalized_component
up2005__row36029,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,36029,NA,25,फैजाबाद,Faizabad,Ayodhya,faizabad,TRUE,पूराबाजार,Puraabaajaar,Puraabaajaar,puraabaajaar,FALSE,FALSE,NA,अकवारा देवकाली अनुसूचित,NA,NA,NA,NA,FALSE,NA,NA,FALSE,ayodhya,puraabaajaar,NA,NA,NA,FALSE,NA,Unknown,unknown,NA,अहमद,Ahmed,पुरुष,0,NA,missing_normalized_component
up2005__row36032,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,36032,NA,28,फैजाबाद,Faizabad,Ayodhya,faizabad,TRUE,पूराबाजार,Puraabaajaar,Puraabaajaar,puraabaajaar,FALSE,FALSE,NA,भीखापुर अनुसूचित रानोपाली,NA,NA,NA,NA,FALSE,NA,NA,FALSE,ayodhya,puraabaajaar,NA,NA,NA,FALSE,NA,Unknown,unknown,NA,गुरचरण,Gurchran,पुरुष,0,NA,missing_normalized_component
up2005__row36042,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,36042,NA,38,फैजाबाद,Faizabad,Ayodhya,faizabad,TRUE,पूराबाजार,Puraabaajaar,Puraabaajaar,puraabaajaar,FALSE,FALSE,NA,रहीमपुरदुगवा  समसा,NA,NA,NA,NA,FALSE,NA,NA,FALSE,ayodhya,puraabaajaar,NA,NA,NA,FALSE,NA,Unknown,unknown,NA,श्यामा,Shama,महिला,1,NA,missing_normalized_component
up2005__row36043,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,36043,NA,39,फैजाबाद,Faizabad,Ayodhya,faizabad,TRUE,पूराबाजार,Puraabaajaar,Puraabaajaar,puraabaajaar,FALSE,FALSE,NA,समसा  दतौली,NA,NA,NA,NA,FALSE,NA,NA,FALSE,ayodhya,puraabaajaar,NA,NA,NA,FALSE,NA,Unknown,unknown,NA,बिट्टन,Bitton,महिला,1,NA,missing_normalized_component
up2005__row36045,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,36045,NA,41,फैजाबाद,Faizabad,Ayodhya,faizabad,TRUE,पूराबाजार,Puraabaajaar,Puraabaajaar,puraabaajaar,FALSE,FALSE,NA,रोशननगर  खुशिपालगंज,NA,NA,NA,NA,FALSE,NA,NA,FALSE,ayodhya,puraabaajaar,NA,NA,NA,FALSE,पिछड़ी जाति महिला,Other Backward Class - Female,obc,1,NA,NA,NA,NA,NA,missing_normalized_component
up2005__row36465,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,36465,NA,NA,फैजाबाद,Faizabad,Ayodhya,faizabad,TRUE,मिल्कीपुर,Milkipur,Milkipur,milkipur,FALSE,FALSE,NA,सुरवारा  पलिया मु ० कुचेरा,NA,NA,NA,NA,FALSE,NA,NA,FALSE,ayodhya,milkipur,NA,NA,NA,FALSE,अनारक्षित,Unreserved,general,0,साहब लाल कवित्री,Sahab Lal Kavitri,पुरुष,0,NA,missing_normalized_component
up2005__row36466,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,36466,NA,NA,फैजाबाद,Faizabad,Ayodhya,faizabad,TRUE,मिल्कीपुर,Milkipur,Milkipur,milkipur,FALSE,FALSE,NA,पलिया मु ० कुचेरा  मीठेगाँव,NA,NA,NA,NA,FALSE,NA,NA,FALSE,ayodhya,milkipur,NA,NA,NA,FALSE,पिछड़ी जाति - महिला,Other Backward Class - Female,obc,1,कवित्री सुनीता,Kavithri sunita,महिला,1,NA,missing_normalized_component
up2005__row37945,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,37945,NA,111,सिद्धार्थनगर,Siddharth Nagar,Siddharth Nagar,siddharth nagar,FALSE,डुमरियागंज,Dumriaganj,Dumriaganj,dumriaganj,FALSE,FALSE,NA,औराताल,NA,NA,NA,NA,FALSE,NA,NA,FALSE,siddharth nagar,dumriaganj,NA,NA,NA,FALSE,पिछड़ी जाति,Other Backward Class,obc,0,कुरवान अली,Kurwan Ali,पुरुष,0,NA,missing_normalized_component
up2005__row38522,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,38522,NA,42,सिद्धार्थनगर,Siddharth Nagar,Siddharth Nagar,siddharth nagar,FALSE,बढ़नी,Badhni,Badhni,badhni,FALSE,FALSE,NA,चरिगवां (,NA,NA,NA,NA,FALSE,NA,NA,FALSE,siddharth nagar,badhni,NA,NA,NA,FALSE,NA,Unknown,unknown,NA,प्रेया देवी,Preyaa Devi,महिला,1,NA,missing_normalized_component
up2005__row38912,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,38912,NA,67,संत कबीर नगर,Sant Kabeer Nagar,Sant Kabeer Nagar,sant kabeer nagar,FALSE,हैंसरबाजार,Haansar Bazar,Haansar Bazar,haansar bazar,FALSE,FALSE,NA,औराडाड़,NA,NA,NA,NA,FALSE,NA,NA,FALSE,sant kabeer nagar,haansar bazar,NA,NA,NA,FALSE,महिला,Female,general,1,शीला,Sheela,महिला,1,NA,missing_normalized_component
up2005__row39097,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,39097,NA,31,संत कबीर नगर,Sant Kabeer Nagar,Sant Kabeer Nagar,sant kabeer nagar,FALSE,सॉथा,Sautha,Sautha,sautha,FALSE,FALSE,NA,प्रतापपुर  जसवल,NA,NA,NA,NA,FALSE,NA,NA,FALSE,sant kabeer nagar,sautha,NA,NA,NA,FALSE,अनुसूचित जाति महिला,Scheduled Caste - Female,sc,1,संवारी देवी,Sanwari Devi,पुरुष,0,NA,missing_normalized_component
up2005__row39098,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,39098,NA,32,संत कबीर नगर,Sant Kabeer Nagar,Sant Kabeer Nagar,sant kabeer nagar,FALSE,सॉथा,Sautha,Sautha,sautha,FALSE,FALSE,NA,जसवल  देवकली,NA,NA,NA,NA,FALSE,NA,NA,FALSE,sant kabeer nagar,sautha,NA,NA,NA,FALSE,NA,Unknown,unknown,NA,मंगरू,Mangru,पुरुष,0,NA,missing_normalized_component
up2005__row39273,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,39273,NA,38,गोरखपुर,Gorakhpur,Gorakhpur,gorakhpur,FALSE,भटहट,Bhathat,Bhathat,bhathat,FALSE,FALSE,NA,"महरी ,",NA,NA,NA,NA,FALSE,NA,NA,FALSE,gorakhpur,bhathat,NA,NA,NA,FALSE,पिछड़ी जाति - महिला,Other Backward Class - Female,obc,1,रीना सिंह,Reena Singh,महिला,1,NA,missing_normalized_component
up2005__row39415,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,39415,NA,34,गोरखपुर,Gorakhpur,Gorakhpur,gorakhpur,FALSE,ब्रहमपुर,Brahmpur,Brahmpur,brahmpur,FALSE,FALSE,NA,ल  तेनुआ खुर्द,NA,NA,NA,NA,FALSE,NA,NA,FALSE,gorakhpur,brahmpur,NA,NA,NA,FALSE,महिला,Female,general,1,सकरावती,Sakarvati,महिला,1,NA,missing_normalized_component
up2005__row39933,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,39933,NA,24,गोरखपुर,Gorakhpur,Gorakhpur,gorakhpur,FALSE,बड़हलगंज,Barhalganj,Barhalganj,barhalganj,FALSE,FALSE,NA,भांटपार  बेलसड़ी अनुसूचित,NA,NA,NA,NA,FALSE,NA,NA,FALSE,gorakhpur,barhalganj,NA,NA,NA,FALSE,NA,Unknown,unknown,NA,देवी,Devi,पुरुष,0,NA,missing_normalized_component
up2005__row39935,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,39935,NA,26,गोरखपुर,Gorakhpur,Gorakhpur,gorakhpur,FALSE,बड़हलगंज,Barhalganj,Barhalganj,barhalganj,FALSE,FALSE,NA,कोल्हुआ अनुसूचित नेवादा,NA,NA,NA,NA,FALSE,NA,NA,FALSE,gorakhpur,barhalganj,NA,NA,NA,FALSE,NA,Unknown,unknown,NA,विन्ध्याचल देवी,Vindhyāchal Dēvī,पुरुष,0,NA,missing_normalized_component
up2005__row39936,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,39936,NA,27,गोरखपुर,Gorakhpur,Gorakhpur,gorakhpur,FALSE,बड़हलगंज,Barhalganj,Barhalganj,barhalganj,FALSE,FALSE,NA,नेवादा  लखनपार अनुसूचित,NA,NA,NA,NA,FALSE,NA,NA,FALSE,gorakhpur,barhalganj,NA,NA,NA,FALSE,NA,Unknown,unknown,NA,शीला देवी,Sheela Devi,महिला,1,NA,missing_normalized_component
up2005__row39937,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,39937,NA,28,गोरखपुर,Gorakhpur,Gorakhpur,gorakhpur,FALSE,बड़हलगंज,Barhalganj,Barhalganj,barhalganj,FALSE,FALSE,NA,लखनपार अनुसूचित भीटीवाल,NA,NA,NA,NA,FALSE,NA,NA,FALSE,gorakhpur,barhalganj,NA,NA,NA,FALSE,NA,Unknown,unknown,NA,अमरावती देवी,Amravati Devi,महिला,1,NA,missing_normalized_component
up2005__row39938,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,39938,NA,29,गोरखपुर,Gorakhpur,Gorakhpur,gorakhpur,FALSE,बड़हलगंज,Barhalganj,Barhalganj,barhalganj,FALSE,FALSE,NA,भीटीवाल  सकराखोर,NA,NA,NA,NA,FALSE,NA,NA,FALSE,gorakhpur,barhalganj,NA,NA,NA,FALSE,NA,Unknown,unknown,NA,पुरूषोत्तम प्रमिला देवी,Purushottam Pramila Devi,महिला,1,NA,missing_normalized_component
up2005__row39945,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,39945,NA,36,गोरखपुर,Gorakhpur,Gorakhpur,gorakhpur,FALSE,बड़हलगंज,Barhalganj,Barhalganj,barhalganj,FALSE,FALSE,NA,शुक्लपुरी महुलिया पोयल,NA,NA,NA,NA,FALSE,NA,NA,FALSE,gorakhpur,barhalganj,NA,NA,NA,FALSE,अनुसूचित जाति,Scheduled Caste,sc,0,रविन्द्र,Ravindra,पुरुष,0,NA,missing_normalized_component
up2005__row39946,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,39946,NA,37,गोरखपुर,Gorakhpur,Gorakhpur,gorakhpur,FALSE,बड़हलगंज,Barhalganj,Barhalganj,barhalganj,FALSE,FALSE,NA,महुलिया पोयल  भीटी दूबे,NA,NA,NA,NA,FALSE,NA,NA,FALSE,gorakhpur,barhalganj,NA,NA,NA,FALSE,NA,Unknown,unknown,NA,श्यामसरन,Shyamsaran,पुरुष,0,NA,missing_normalized_component
up2005__row39947,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,39947,NA,38,गोरखपुर,Gorakhpur,Gorakhpur,gorakhpur,FALSE,बड़हलगंज,Barhalganj,Barhalganj,barhalganj,FALSE,FALSE,NA,भीटी दूबे  पोहिला,NA,NA,NA,NA,FALSE,NA,NA,FALSE,gorakhpur,barhalganj,NA,NA,NA,FALSE,NA,Unknown,unknown,NA,उर्मिला देवी,Urmila Devi,महिला,1,NA,missing_normalized_component
up2005__row39948,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,39948,NA,39,गोरखपुर,Gorakhpur,Gorakhpur,gorakhpur,FALSE,बड़हलगंज,Barhalganj,Barhalganj,barhalganj,FALSE,FALSE,NA,पोहिला  महुआपार,NA,NA,NA,NA,FALSE,NA,NA,FALSE,gorakhpur,barhalganj,NA,NA,NA,FALSE,NA,Unknown,unknown,NA,विजयप्रताप,Vijaypratap,पुरुष,0,NA,missing_normalized_component
up2005__row39950,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,39950,NA,41,गोरखपुर,Gorakhpur,Gorakhpur,gorakhpur,FALSE,बड़हलगंज,Barhalganj,Barhalganj,barhalganj,FALSE,FALSE,NA,रामपुर गढ़वा  ओझौली,NA,NA,NA,NA,FALSE,NA,NA,FALSE,gorakhpur,barhalganj,NA,NA,NA,FALSE,NA,Unknown,unknown,NA,शोभा देवी,Shobha Devi,महिला,1,NA,missing_normalized_component
up2005__row39951,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,39951,NA,42,गोरखपुर,Gorakhpur,Gorakhpur,gorakhpur,FALSE,बड़हलगंज,Barhalganj,Barhalganj,barhalganj,FALSE,FALSE,NA,ओझौली  कोड़ा,NA,NA,NA,NA,FALSE,NA,NA,FALSE,gorakhpur,barhalganj,NA,NA,NA,FALSE,NA,Unknown,unknown,NA,लालती देवी,Laalati Devi,महिला,1,NA,missing_normalized_component
up2005__row39953,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,39953,NA,44,गोरखपुर,Gorakhpur,Gorakhpur,gorakhpur,FALSE,बड़हलगंज,Barhalganj,Barhalganj,barhalganj,FALSE,FALSE,NA,बुढ़नपुरा  जैतपुर,NA,NA,NA,NA,FALSE,NA,NA,FALSE,gorakhpur,barhalganj,NA,NA,NA,FALSE,अनुसूचित जाति,Scheduled Caste,sc,0,NA,NA,NA,NA,NA,missing_normalized_component
up2005__row40408,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,40408,NA,65,गोरखपुर,Gorakhpur,Gorakhpur,gorakhpur,FALSE,बॉसगॉव,Bosagaon,Bosagaon,bosagaon,FALSE,FALSE,NA,ढढ़ौना,NA,NA,NA,NA,FALSE,NA,NA,FALSE,gorakhpur,bosagaon,NA,NA,NA,FALSE,अनारक्षित,Unreserved,general,0,NA,NA,NA,NA,NA,missing_normalized_component
up2005__row40479,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,40479,NA,10,महाराजगंज,Maharajganj,Maharajganj,maharajganj,FALSE,पनियरा,Paniyara,Paniyara,paniyara,FALSE,FALSE,NA,जं बाकी टु  नं  -,NA,NA,NA,NA,FALSE,NA,NA,FALSE,maharajganj,paniyara,NA,NA,NA,FALSE,अनुसूचित जाति महिला,Scheduled Caste - Female,sc,1,जानकी,Janaki,महिला,1,NA,missing_normalized_component
up2005__row41263,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,41263,NA,19,कुशीनगर,Kushinagar,Kushi Nagar,kushinagar,TRUE,पड़रौना,Padrauna,Padrauna,padrauna,FALSE,FALSE,NA,जं O नाहर छपरा,NA,NA,NA,NA,FALSE,NA,NA,FALSE,kushi nagar,padrauna,NA,NA,NA,FALSE,अनुसूचित जाति महिला,Scheduled Caste - Female,sc,1,करमी,Karmi,महिला,1,NA,missing_normalized_component
up2005__row41282,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,41282,NA,38,कुशीनगर,Kushinagar,Kushi Nagar,kushinagar,TRUE,पड़रौना,Padrauna,Padrauna,padrauna,FALSE,FALSE,NA,लमुआ केवलछपरा वलचहा,NA,NA,NA,NA,FALSE,NA,NA,FALSE,kushi nagar,padrauna,NA,NA,NA,FALSE,महिला,Female,general,1,प्रभावती मंजू,Prabhawati Manju,महिला,1,NA,missing_normalized_component
up2005__row41287,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,41287,NA,43,कुशीनगर,Kushinagar,Kushi Nagar,kushinagar,TRUE,पड़रौना,Padrauna,Padrauna,padrauna,FALSE,FALSE,NA,सोहरौना काटी,NA,NA,NA,NA,FALSE,NA,NA,FALSE,kushi nagar,padrauna,NA,NA,NA,FALSE,पिछड़ी जाति - महिला,Other Backward Class - Female,obc,1,प्रभावती सीमा,Prabhavati Seema,महिला,1,NA,missing_normalized_component
up2005__row41299,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,41299,NA,55,कुशीनगर,Kushinagar,Kushi Nagar,kushinagar,TRUE,पड़रौना,Padrauna,Padrauna,padrauna,FALSE,FALSE,NA,जिगना  नरसर,NA,NA,NA,NA,FALSE,NA,NA,FALSE,kushi nagar,padrauna,NA,NA,NA,FALSE,महिला,Female,general,1,अमीना सिंह,Amina Singh,पुरुष,0,NA,missing_normalized_component
up2005__row41300,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,41300,NA,56,कुशीनगर,Kushinagar,Kushi Nagar,kushinagar,TRUE,पड़रौना,Padrauna,Padrauna,padrauna,FALSE,FALSE,NA,नरसर  खरदेवा,NA,NA,NA,NA,FALSE,NA,NA,FALSE,kushi nagar,padrauna,NA,NA,NA,FALSE,अनारक्षित,Unreserved,general,0,शम्भू सिंह कमलावती,Shambhu Singh Kamlawati,महिला,1,NA,missing_normalized_component
up2005__row41301,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,41301,NA,57,कुशीनगर,Kushinagar,Kushi Nagar,kushinagar,TRUE,पड़रौना,Padrauna,Padrauna,padrauna,FALSE,FALSE,NA,खरदेवा  बतरडेरा,NA,NA,NA,NA,FALSE,NA,NA,FALSE,kushi nagar,padrauna,NA,NA,NA,FALSE,महिला,Female,general,1,कमलावती विमला,Kamlavati Vimla,महिला,1,NA,missing_normalized_component
up2005__row41302,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,41302,NA,58,कुशीनगर,Kushinagar,Kushi Nagar,kushinagar,TRUE,पड़रौना,Padrauna,Padrauna,padrauna,FALSE,FALSE,NA,बतरडेरा  सिधुआ बांगर,NA,NA,NA,NA,FALSE,NA,NA,FALSE,kushi nagar,padrauna,NA,NA,NA,FALSE,NA,Unknown,unknown,NA,विमला मुनिया,Vimla Muniya,महिला,1,NA,missing_normalized_component
up2005__row41304,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,41304,NA,60,कुशीनगर,Kushinagar,Kushi Nagar,kushinagar,TRUE,पड़रौना,Padrauna,Padrauna,padrauna,FALSE,FALSE,NA,बैजनाथपुर  कोहड़ा,NA,NA,NA,NA,FALSE,NA,NA,FALSE,kushi nagar,padrauna,NA,NA,NA,FALSE,NA,Unknown,unknown,NA,बादमी विनोद,Badami Vinod,पुरुष,0,NA,missing_normalized_component
up2005__row41305,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,41305,NA,61,कुशीनगर,Kushinagar,Kushi Nagar,kushinagar,TRUE,पड़रौना,Padrauna,Padrauna,padrauna,FALSE,FALSE,NA,कोहड़ा  साड़ी खुर्द,NA,NA,NA,NA,FALSE,NA,NA,FALSE,kushi nagar,padrauna,NA,NA,NA,FALSE,पिछड़ी जाति,Other Backward Class,obc,0,विनोद,Vinod,पुरुष,0,NA,missing_normalized_component
up2005__row41310,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,41310,NA,66,कुशीनगर,Kushinagar,Kushi Nagar,kushinagar,TRUE,पड़रौना,Padrauna,Padrauna,padrauna,FALSE,FALSE,NA,हरैया बु O  गांगरानी,NA,NA,NA,NA,FALSE,NA,NA,FALSE,kushi nagar,padrauna,NA,NA,NA,FALSE,पिछड़ी जाति,Other Backward Class,obc,0,महिला सूरसती,Mahila Suurasati,पुरुष,0,NA,missing_normalized_component
up2005__row41311,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,41311,NA,67,कुशीनगर,Kushinagar,Kushi Nagar,kushinagar,TRUE,पड़रौना,Padrauna,Padrauna,padrauna,FALSE,FALSE,NA,गांगरानी  बरहज,NA,NA,NA,NA,FALSE,NA,NA,FALSE,kushi nagar,padrauna,NA,NA,NA,FALSE,NA,Unknown,unknown,NA,बृक्षा दुर्गेश सिंह,Briksha Durgesh Singh,पुरुष,0,NA,missing_normalized_component
up2005__row41312,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,41312,NA,68,कुशीनगर,Kushinagar,Kushi Nagar,kushinagar,TRUE,पड़रौना,Padrauna,Padrauna,padrauna,FALSE,FALSE,NA,बरहज  होरलापुर,NA,NA,NA,NA,FALSE,NA,NA,FALSE,kushi nagar,padrauna,NA,NA,NA,FALSE,अनारक्षित,Unreserved,general,0,दुर्गेश सिंह,Durgesh Singh,पुरुष,0,NA,missing_normalized_component
up2005__row41315,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,41315,NA,71,कुशीनगर,Kushinagar,Kushi Nagar,kushinagar,TRUE,पड़रौना,Padrauna,Padrauna,padrauna,FALSE,FALSE,NA,परसादपुर  पलिया,NA,NA,NA,NA,FALSE,NA,NA,FALSE,kushi nagar,padrauna,NA,NA,NA,FALSE,NA,Unknown,unknown,NA,शिवपूजन रमाशंकर,Shivpujan Ramashankar,पुरुष,0,NA,missing_normalized_component
up2005__row42417,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,42417,NA,28,गोसाईगंज,Gosaiganj,Gosaiganj,gosaiganj,FALSE,सलेमपुर,Salempur,Salempur,salempur,FALSE,FALSE,NA,जमुआ नं,NA,NA,NA,NA,FALSE,NA,NA,FALSE,gosaiganj,salempur,NA,NA,NA,FALSE,अनुसूचित जाति,Scheduled Caste,sc,0,हरेराम,Hareram,पुरुष,0,NA,missing_normalized_component
up2005__row42661,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,42661,NA,25,गोसाईगंज,Gosaiganj,Gosaiganj,gosaiganj,FALSE,लार,Lar,Lar,lar,FALSE,FALSE,NA,"मटियरा जगदीश ,",NA,NA,NA,NA,FALSE,NA,NA,FALSE,gosaiganj,lar,NA,NA,NA,FALSE,अनारक्षित,Unreserved,general,0,भानुप्रताप उपध्याय,Bhanupratap Upadhyay,पुरुष,0,NA,missing_normalized_component
up2005__row42678,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,42678,NA,42,गोसाईगंज,Gosaiganj,Gosaiganj,gosaiganj,FALSE,लार,Lar,Lar,lar,FALSE,FALSE,NA,रतनपुरा  परासी चकलाल,NA,NA,NA,NA,FALSE,NA,NA,FALSE,gosaiganj,lar,NA,NA,NA,FALSE,महिला,Female,general,1,सुनीता देवी,Sunita Devi,महिला,1,NA,missing_normalized_component
up2005__row42746,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,42746,NA,48,गोसाईगंज,Gosaiganj,Gosaiganj,gosaiganj,FALSE,बैतालपुर,Baitaalpur,Baitaalpur,baitaalpur,FALSE,FALSE,NA,औरा चौरी,NA,NA,NA,NA,FALSE,NA,NA,FALSE,gosaiganj,baitaalpur,NA,NA,NA,FALSE,पिछड़ी जाति - महिला,Other Backward Class - Female,obc,1,इन्द्रावती देवी,Indrawati Devi,महिला,1,NA,missing_normalized_component
up2005__row45905,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,45905,NA,35,बलिया,Baliya,Ballia,baliya,TRUE,चिलकहर,Chilakhar,Chilakhar,chilakhar,FALSE,FALSE,NA,"थुमामोहन ,",NA,NA,NA,NA,FALSE,NA,NA,FALSE,ballia,chilakhar,NA,NA,NA,FALSE,पिछड़ी जाति,Other Backward Class,obc,0,बलिराम,Baliram,पुरुष,0,NA,missing_normalized_component
up2005__row45975,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,45975,NA,43,बलिया,Baliya,Ballia,baliya,TRUE,रसड़ा,Rasra,Rasra,rasra,FALSE,FALSE,NA,"बेसवान ,",NA,NA,NA,NA,FALSE,NA,NA,FALSE,ballia,rasra,NA,NA,NA,FALSE,पिछड़ी जाति - महिला,Other Backward Class - Female,obc,1,हेवन्ती,Hewanti,महिला,1,NA,missing_normalized_component
up2005__row46790,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,46790,NA,37,गाजीपुर,Ghazipur,Ghazipur,ghazipur,FALSE,सादात,Sadaat,Sadaat,sadaat,FALSE,FALSE,NA,?,NA,NA,NA,NA,FALSE,?,?,FALSE,ghazipur,sadaat,NA,NA,NA,FALSE,पिछड़ी जाति,Other Backward Class,obc,0,महेन्द्र,Mahendra,पुरुष,0,NA,missing_normalized_component
up2005__row47080,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,47080,NA,40,गाजीपुर,Ghazipur,Ghazipur,ghazipur,FALSE,भदौरा,Bhadaura,Bhadaura,bhadaura,FALSE,FALSE,NA,दिलदारनगर कोड -,NA,NA,NA,NA,FALSE,NA,NA,FALSE,ghazipur,bhadaura,NA,NA,NA,FALSE,NA,Unknown,unknown,NA,भवरांकोल माया,Bhavrankol,NA,NA,NA,missing_normalized_component
up2005__row47452,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,47452,NA,47,चन्दौली,Chandauli,Chandauli,chandauli,FALSE,सकलडीहा,Sakaldeeha,Sakaldeeha,sakaldeeha,FALSE,FALSE,NA,प्रतापपुर हिनौता,NA,NA,NA,NA,FALSE,NA,NA,FALSE,chandauli,sakaldeeha,NA,NA,NA,FALSE,अनुसूचित जाति,Scheduled Caste,sc,0,आरती,Aarti,महिला,1,NA,missing_normalized_component
up2005__row47806,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,47806,NA,29,चन्दौली,Chandauli,Chandauli,chandauli,FALSE,धानापुर,Dhanapur,Dhanapur,dhanapur,FALSE,FALSE,NA,प्रकाशपूर महुरा,NA,NA,NA,NA,FALSE,NA,NA,FALSE,chandauli,dhanapur,NA,NA,NA,FALSE,NA,Unknown,unknown,NA,NA,NA,पुरुष,0,NA,missing_normalized_component
up2005__row47807,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,47807,NA,30,चन्दौली,Chandauli,Chandauli,chandauli,FALSE,धानापुर,Dhanapur,Dhanapur,dhanapur,FALSE,FALSE,NA,माधोपूर,NA,NA,NA,NA,FALSE,NA,NA,FALSE,chandauli,dhanapur,NA,NA,NA,FALSE,NA,Unknown,unknown,NA,महिला,Mahila,महिला,1,NA,missing_normalized_component
up2005__row47808,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,47808,NA,31,चन्दौली,Chandauli,Chandauli,chandauli,FALSE,धानापुर,Dhanapur,Dhanapur,dhanapur,FALSE,FALSE,NA,सिलौटा मांगलपूर,NA,NA,NA,NA,FALSE,NA,NA,FALSE,chandauli,dhanapur,NA,NA,NA,FALSE,NA,Unknown,unknown,NA,NA,NA,पुरुष,0,NA,missing_normalized_component
