election_gp_key,election_year,source_file,source_row_number,source_record_id,gp_number_raw,district_name_hindi,district_name_eng_raw,district_name_eng,district_name_std_raw,district_name_alias_used,block_name_hindi,block_name_eng_raw,block_name_eng,block_name_std_raw,block_xwalk_used,block_name_alias_used,lgd_block_code,gp_name_hindi,lgd_gp_code,lgd_gp_name,lgd_gp_link_method,lgd_gp_link_score,lgd_gp_linked,gp_name_eng_raw,gp_name_eng,name_override_used,district_name_std,block_name_std,gp_name_std,normalized_name_key,normalized_name_key_n,link_eligible,reservation_status_hindi,reservation_status_eng,reservation_class,women_reserved,pradhan_name_hindi,pradhan_name_eng_raw,winner_sex_hindi,winner_woman,result_status_hindi,exception_reason
up2015__row56649,2015,up_gp_sarpanch_2015_fixed_with_transliteration.parquet,56649,NA,10,कुशीनगर,Kushinagar,Kushi Nagar,kushinagar,TRUE,मोतीचक,Moti Chak,Moti Chak,moti chak,FALSE,FALSE,NA,लकषमीपुर,NA,NA,NA,NA,FALSE,Laksmipur,Laksmipur,FALSE,kushi nagar,moti chak,laksmipur,kushi nagar__moti chak__laksmipur,2,FALSE,महिला,Female,general,1,आफरीन,Afreen,महिला,1,सविरोध,normalized_key_collision
up2015__row56683,2015,up_gp_sarpanch_2015_fixed_with_transliteration.parquet,56683,NA,44,कुशीनगर,Kushinagar,Kushi Nagar,kushinagar,TRUE,मोतीचक,Moti Chak,Moti Chak,moti chak,FALSE,FALSE,NA,लकषमीपुर,NA,NA,NA,NA,FALSE,Laksmipur,Laksmipur,FALSE,kushi nagar,moti chak,laksmipur,kushi nagar__moti chak__laksmipur,2,FALSE,अनारक्षित,Unreserved,general,0,वृजेश,Vrijesh,पुरुष,0,सविरोध,normalized_key_collision
up2015__row56644,2015,up_gp_sarpanch_2015_fixed_with_transliteration.parquet,56644,NA,5,कुशीनगर,Kushinagar,Kushi Nagar,kushinagar,TRUE,मोतीचक,Moti Chak,Moti Chak,moti chak,FALSE,FALSE,NA,नरायनपुर,NA,NA,NA,NA,FALSE,Narayanpur,Narayanpur,FALSE,kushi nagar,moti chak,narayanpur,kushi nagar__moti chak__narayanpur,3,FALSE,महिला,Female,general,1,रिंकी,Rinki,महिला,1,सविरोध,normalized_key_collision
up2015__row56648,2015,up_gp_sarpanch_2015_fixed_with_transliteration.parquet,56648,NA,9,कुशीनगर,Kushinagar,Kushi Nagar,kushinagar,TRUE,मोतीचक,Moti Chak,Moti Chak,moti chak,FALSE,FALSE,NA,नरायनपुर,NA,NA,NA,NA,FALSE,Narayanpur,Narayanpur,FALSE,kushi nagar,moti chak,narayanpur,kushi nagar__moti chak__narayanpur,3,FALSE,अनुसूचित जाति,Scheduled Caste,sc,0,भोला,Bhola,पुरुष,0,सविरोध,normalized_key_collision
up2015__row56684,2015,up_gp_sarpanch_2015_fixed_with_transliteration.parquet,56684,NA,45,कुशीनगर,Kushinagar,Kushi Nagar,kushinagar,TRUE,मोतीचक,Moti Chak,Moti Chak,moti chak,FALSE,FALSE,NA,नरायनपुर,NA,NA,NA,NA,FALSE,Narayanpur,Narayanpur,FALSE,kushi nagar,moti chak,narayanpur,kushi nagar__moti chak__narayanpur,3,FALSE,अनारक्षित,Unreserved,general,0,सुशीला,Sushila,महिला,1,सविरोध,normalized_key_collision
up2015__row57347,2015,up_gp_sarpanch_2015_fixed_with_transliteration.parquet,57347,NA,52,कुशीनगर,Kushinagar,Kushi Nagar,kushinagar,TRUE,तमकुहीराज,Tamkuhiraj,Tamkuhiraj,tamkuhiraj,FALSE,FALSE,NA,बभनौली,NA,NA,NA,NA,FALSE,Babhanouli,Babhanouli,FALSE,kushi nagar,tamkuhiraj,babhanouli,kushi nagar__tamkuhiraj__babhanouli,2,FALSE,महिला,Female,general,1,सूरसती,Sursati,महिला,1,सविरोध,normalized_key_collision
up2015__row57364,2015,up_gp_sarpanch_2015_fixed_with_transliteration.parquet,57364,NA,69,कुशीनगर,Kushinagar,Kushi Nagar,kushinagar,TRUE,तमकुहीराज,Tamkuhiraj,Tamkuhiraj,tamkuhiraj,FALSE,FALSE,NA,बभनौली,NA,NA,NA,NA,FALSE,Babhanouli,Babhanouli,FALSE,kushi nagar,tamkuhiraj,babhanouli,kushi nagar__tamkuhiraj__babhanouli,2,FALSE,अनुसूचित जाति,Scheduled Caste,sc,0,हरेन्‍दर,Harendar,पुरुष,0,सविरोध,normalized_key_collision
up2015__row56878,2015,up_gp_sarpanch_2015_fixed_with_transliteration.parquet,56878,NA,37,कुशीनगर,Kushinagar,Kushi Nagar,kushinagar,TRUE,विशुनपुरा,Vishunpura,Vishunpura,vishunpura,FALSE,FALSE,NA,मिश्राैली,NA,NA,NA,NA,FALSE,Mishrauli,Mishrauli,FALSE,kushi nagar,vishunpura,mishrauli,kushi nagar__vishunpura__mishrauli,2,FALSE,महिला,Female,general,1,साहीन,Saheen,महिला,1,सविरोध,normalized_key_collision
up2015__row56920,2015,up_gp_sarpanch_2015_fixed_with_transliteration.parquet,56920,NA,80,कुशीनगर,Kushinagar,Kushi Nagar,kushinagar,TRUE,विशुनपुरा,Vishunpura,Vishunpura,vishunpura,FALSE,FALSE,NA,मिश्रौली,NA,NA,NA,NA,FALSE,Mishrauli,Mishrauli,FALSE,kushi nagar,vishunpura,mishrauli,kushi nagar__vishunpura__mishrauli,2,FALSE,अनारक्षित,Unreserved,general,0,जयलाल,Jayalal,पुरुष,0,सविरोध,normalized_key_collision
up2015__row45659,2015,up_gp_sarpanch_2015_fixed_with_transliteration.parquet,45659,NA,13,मुज़फ्फरनगर,Mujaffarnagar,Mujaffarnagar,mujaffarnagar,FALSE,जानसठ,Jansath,Jansath,jansath,FALSE,FALSE,NA,सिखेडा,NA,NA,NA,NA,FALSE,Sikheda,Sikheda,FALSE,mujaffarnagar,jansath,sikheda,mujaffarnagar__jansath__sikheda,2,FALSE,अनुसूचित जाति,Scheduled Caste,sc,0,विनोद,Vinod,पुरुष,0,सविरोध,normalized_key_collision
up2015__row45687,2015,up_gp_sarpanch_2015_fixed_with_transliteration.parquet,45687,NA,41,मुज़फ्फरनगर,Mujaffarnagar,Mujaffarnagar,mujaffarnagar,FALSE,जानसठ,Jansath,Jansath,jansath,FALSE,FALSE,NA,सिखरेडा,NA,NA,NA,NA,FALSE,Sikheda,Sikheda,FALSE,mujaffarnagar,jansath,sikheda,mujaffarnagar__jansath__sikheda,2,FALSE,अनुसूचित जाति,Scheduled Caste,sc,0,ज्रयपकाश,Jray Prakash,पुरुष,0,सविरोध,normalized_key_collision
up2015__row27243,2015,up_gp_sarpanch_2015_fixed_with_transliteration.parquet,27243,NA,123,पीलीभीत,Pilibhit,Pilibhit,pilibhit,FALSE,पूरनपुर,Purnanpur,Purnanpur,purnanpur,FALSE,FALSE,NA,सपहा,NA,NA,NA,NA,FALSE,Sapaha,Sapaha,FALSE,pilibhit,purnanpur,sapaha,pilibhit__purnanpur__sapaha,2,FALSE,अनारक्षित,Unreserved,general,0,अजय कुमार मिश्रा,Ajay Kumar Mishra,पुरुष,0,सविरोध,normalized_key_collision
up2015__row27295,2015,up_gp_sarpanch_2015_fixed_with_transliteration.parquet,27295,NA,175,पीलीभीत,Pilibhit,Pilibhit,pilibhit,FALSE,पूरनपुर,Purnanpur,Purnanpur,purnanpur,FALSE,FALSE,NA,सपहा,NA,NA,NA,NA,FALSE,Sapaha,Sapaha,FALSE,pilibhit,purnanpur,sapaha,pilibhit__purnanpur__sapaha,2,FALSE,अनारक्षित,Unreserved,general,0,कुलदीप सिंह,Kuldeep Singh,पुरुष,0,सविरोध,normalized_key_collision
up2015__row54001,2015,up_gp_sarpanch_2015_fixed_with_transliteration.parquet,54001,NA,7,शाहजहांपुर,Shahjahnapur,Shahjahanpur,shahjahnapur,TRUE,मिर्जापुर,Mirzapur,Mirzapur,mirzapur,FALSE,FALSE,NA,भरतापुर,NA,NA,NA,NA,FALSE,Bharatpur,Bharatpur,FALSE,shahjahanpur,mirzapur,bharatpur,shahjahanpur__mirzapur__bharatpur,2,FALSE,अन्य पिछड़ा वर्ग,Other Backward Class,obc,0,लीलावती,Leelawati,महिला,1,सविरोध,normalized_key_collision
up2015__row54015,2015,up_gp_sarpanch_2015_fixed_with_transliteration.parquet,54015,NA,21,शाहजहांपुर,Shahjahnapur,Shahjahanpur,shahjahnapur,TRUE,मिर्जापुर,Mirzapur,Mirzapur,mirzapur,FALSE,FALSE,NA,भरतपुर,NA,NA,NA,NA,FALSE,Bharatpur,Bharatpur,FALSE,shahjahanpur,mirzapur,bharatpur,shahjahanpur__mirzapur__bharatpur,2,FALSE,अनारक्षित,Unreserved,general,0,जीतेन्द्र,Jitendra,पुरुष,0,सविरोध,normalized_key_collision
up2015__row55123,2015,up_gp_sarpanch_2015_fixed_with_transliteration.parquet,55123,NA,4,सिद्धार्थ नगर,Siddharth Nagar,Siddharth Nagar,siddharth nagar,FALSE,भनवापुर,Bhanwaapur,Bhanwaapur,bhanwaapur,FALSE,FALSE,NA,मनिकौरा,NA,NA,NA,NA,FALSE,Manikaura,Manikaura,FALSE,siddharth nagar,bhanwaapur,manikaura,siddharth nagar__bhanwaapur__manikaura,2,FALSE,अनारक्षित,Unreserved,general,0,भूलन प्रसाद,Bhulan Prasad,पुरुष,0,सविरोध,normalized_key_collision
up2015__row55239,2015,up_gp_sarpanch_2015_fixed_with_transliteration.parquet,55239,NA,121,सिद्धार्थ नगर,Siddharth Nagar,Siddharth Nagar,siddharth nagar,FALSE,भनवापुर,Bhanwaapur,Bhanwaapur,bhanwaapur,FALSE,FALSE,NA,मनिकौरा,NA,NA,NA,NA,FALSE,Manikaura,Manikaura,FALSE,siddharth nagar,bhanwaapur,manikaura,siddharth nagar__bhanwaapur__manikaura,2,FALSE,अनारक्षित,Unreserved,general,0,राजेन्द्र,Rājēndra,पुरुष,0,सविरोध,normalized_key_collision
up2015__row55470,2015,up_gp_sarpanch_2015_fixed_with_transliteration.parquet,55470,NA,11,सिद्धार्थ नगर,Siddharth Nagar,Siddharth Nagar,siddharth nagar,FALSE,इटवा,Itwa,Itwa,itwa,FALSE,FALSE,NA,समरा,NA,NA,NA,NA,FALSE,Samra,Samra,FALSE,siddharth nagar,itwa,samra,siddharth nagar__itwa__samra,2,FALSE,महिला,Female,general,1,रेहाना खातून,Rehana Khatoon,महिला,1,सविरोध,normalized_key_collision
up2015__row55506,2015,up_gp_sarpanch_2015_fixed_with_transliteration.parquet,55506,NA,47,सिद्धार्थ नगर,Siddharth Nagar,Siddharth Nagar,siddharth nagar,FALSE,इटवा,Itwa,Itwa,itwa,FALSE,FALSE,NA,समरा,NA,NA,NA,NA,FALSE,Samra,Samra,FALSE,siddharth nagar,itwa,samra,siddharth nagar__itwa__samra,2,FALSE,महिला,Female,general,1,इसरत जहॉ,Israt Jahan,महिला,1,सविरोध,normalized_key_collision
up2015__row54893,2015,up_gp_sarpanch_2015_fixed_with_transliteration.parquet,54893,NA,25,सिद्धार्थ नगर,Siddharth Nagar,Siddharth Nagar,siddharth nagar,FALSE,मिठवल,Mithwal,Mithwal,mithwal,FALSE,FALSE,NA,सिकटा,NA,NA,NA,NA,FALSE,Sikta,Sikta,FALSE,siddharth nagar,mithwal,sikta,siddharth nagar__mithwal__sikta,2,FALSE,अन्य पिछड़ा वर्ग महिला,Other Backward Class Female,obc,1,केश्मती,Keshmati,महिला,1,सविरोध,normalized_key_collision
up2015__row54982,2015,up_gp_sarpanch_2015_fixed_with_transliteration.parquet,54982,NA,117,सिद्धार्थ नगर,Siddharth Nagar,Siddharth Nagar,siddharth nagar,FALSE,मिठवल,Mithwal,Mithwal,mithwal,FALSE,FALSE,NA,सिकटा,NA,NA,NA,NA,FALSE,Sikta,Sikta,FALSE,siddharth nagar,mithwal,sikta,siddharth nagar__mithwal__sikta,2,FALSE,अनारक्षित,Unreserved,general,0,नरेन्द्र,narendra,पुरुष,0,सविरोध,normalized_key_collision
up2015__row41035,2015,up_gp_sarpanch_2015_fixed_with_transliteration.parquet,41035,NA,62,सुलतानपुर,Sultanpur,Sultanpur,sultanpur,FALSE,अखण्डनगर,Akhandnagar,Akhandnagar,akhandnagar,FALSE,FALSE,NA,जगदीशपुर,NA,NA,NA,NA,FALSE,Jagdishpur,Jagdishpur,FALSE,sultanpur,akhandnagar,jagdishpur,sultanpur__akhandnagar__jagdishpur,2,FALSE,अनारक्षित,Unreserved,general,0,रामउदय,Ramuday,पुरुष,0,सविरोध,normalized_key_collision
up2015__row41048,2015,up_gp_sarpanch_2015_fixed_with_transliteration.parquet,41048,NA,75,सुलतानपुर,Sultanpur,Sultanpur,sultanpur,FALSE,अखण्डनगर,Akhandnagar,Akhandnagar,akhandnagar,FALSE,FALSE,NA,जगदीशपुर,NA,NA,NA,NA,FALSE,Jagdishpur,Jagdishpur,FALSE,sultanpur,akhandnagar,jagdishpur,sultanpur__akhandnagar__jagdishpur,2,FALSE,अन्य पिछड़ा वर्ग महिला,Other Backward Class Female,obc,1,बदामा देवी,Badama Devi,महिला,1,सविरोध,normalized_key_collision
up2015__row41468,2015,up_gp_sarpanch_2015_fixed_with_transliteration.parquet,41468,NA,53,सुलतानपुर,Sultanpur,Sultanpur,sultanpur,FALSE,जय सिंहपुर,Jai Singhpur,Jai Singhpur,jai singhpur,FALSE,FALSE,NA,गोपालपुर,NA,NA,NA,NA,FALSE,Gopalpur,Gopalpur,FALSE,sultanpur,jai singhpur,gopalpur,sultanpur__jai singhpur__gopalpur,2,FALSE,अनारक्षित,Unreserved,general,0,ओमप्रकाश तिवारी,Omprakash Tiwari,पुरुष,0,सविरोध,normalized_key_collision
up2015__row41504,2015,up_gp_sarpanch_2015_fixed_with_transliteration.parquet,41504,NA,89,सुलतानपुर,Sultanpur,Sultanpur,sultanpur,FALSE,जय सिंहपुर,Jai Singhpur,Jai Singhpur,jai singhpur,FALSE,FALSE,NA,गोपालपुर,NA,NA,NA,NA,FALSE,Gopalpur,Gopalpur,FALSE,sultanpur,jai singhpur,gopalpur,sultanpur__jai singhpur__gopalpur,2,FALSE,अनारक्षित,Unreserved,general,0,वंश बहादुर,Vansh Bahadur,पुरुष,0,सविरोध,normalized_key_collision
up2015__row21990,2015,up_gp_sarpanch_2015_fixed_with_transliteration.parquet,21990,NA,20,उन्नाव,Unnao,Unnao,unnao,FALSE,सफीपुर,Safipur,Safipur,safipur,FALSE,FALSE,NA,रायपुर,NA,NA,NA,NA,FALSE,Raipur,Raipur,FALSE,unnao,safipur,raipur,unnao__safipur__raipur,2,FALSE,अनारक्षित,Unreserved,general,0,जितेन्द्र,Jitendra,पुरुष,0,सविरोध,normalized_key_collision
up2015__row22037,2015,up_gp_sarpanch_2015_fixed_with_transliteration.parquet,22037,NA,67,उन्नाव,Unnao,Unnao,unnao,FALSE,सफीपुर,Safipur,Safipur,safipur,FALSE,FALSE,NA,रायपुर,NA,NA,NA,NA,FALSE,Raipur,Raipur,FALSE,unnao,safipur,raipur,unnao__safipur__raipur,2,FALSE,अनारक्षित,Unreserved,general,0,हरिपाल,Haripal,पुरुष,0,सविरोध,normalized_key_collision
up2015__row22339,2015,up_gp_sarpanch_2015_fixed_with_transliteration.parquet,22339,NA,25,उन्नाव,Unnao,Unnao,unnao,FALSE,सुमेरपुर,Sumerpur,Sumerpur,sumerpur,FALSE,FALSE,NA,कलयानपुर,NA,NA,NA,NA,FALSE,Kalyanapur,Kalyanapur,FALSE,unnao,sumerpur,kalyanapur,unnao__sumerpur__kalyanapur,2,FALSE,अनारक्षित,Unreserved,general,0,वीरेन्द्र,Veerendra,पुरुष,0,सविरोध,normalized_key_collision
up2015__row22376,2015,up_gp_sarpanch_2015_fixed_with_transliteration.parquet,22376,NA,62,उन्नाव,Unnao,Unnao,unnao,FALSE,सुमेरपुर,Sumerpur,Sumerpur,sumerpur,FALSE,FALSE,NA,कलयानपुर,NA,NA,NA,NA,FALSE,Kalyanapur,Kalyanapur,FALSE,unnao,sumerpur,kalyanapur,unnao__sumerpur__kalyanapur,2,FALSE,अनारक्षित,Unreserved,general,0,सुरेश् सिंह,Suresh Singh,पुरुष,0,सविरोध,normalized_key_collision
up2015__row4047,2015,up_gp_sarpanch_2015_fixed_with_transliteration.parquet,4047,NA,16,वाराणसी,Varanasi,Varanasi,varanasi,FALSE,चोलापुर,Cholapur,Cholapur,cholapur,FALSE,FALSE,NA,रामपुर,NA,NA,NA,NA,FALSE,Rampur,Rampur,FALSE,varanasi,cholapur,rampur,varanasi__cholapur__rampur,2,FALSE,अन्य पिछड़ा वर्ग,Other Backward Class,obc,0,अर्चना,Archana,महिला,1,सविरोध,normalized_key_collision
up2015__row4078,2015,up_gp_sarpanch_2015_fixed_with_transliteration.parquet,4078,NA,47,वाराणसी,Varanasi,Varanasi,varanasi,FALSE,चोलापुर,Cholapur,Cholapur,cholapur,FALSE,FALSE,NA,रामपुर,NA,NA,NA,NA,FALSE,Rampur,Rampur,FALSE,varanasi,cholapur,rampur,varanasi__cholapur__rampur,2,FALSE,अनुसूचित जाति,Scheduled Caste,sc,0,महेश,Mahesh,पुरुष,0,सविरोध,normalized_key_collision
up2015__row3947,2015,up_gp_sarpanch_2015_fixed_with_transliteration.parquet,3947,NA,20,वाराणसी,Varanasi,Varanasi,varanasi,FALSE,पिण्ड्रा,Pindra,Pindra,pindra,FALSE,FALSE,NA,शाहपुर,NA,NA,NA,NA,FALSE,Shahpur,Shahpur,FALSE,varanasi,pindra,shahpur,varanasi__pindra__shahpur,2,FALSE,अन्य पिछड़ा वर्ग महिला,Other Backward Class Female,obc,1,आशा,Asha,महिला,1,सविरोध,normalized_key_collision
up2015__row3954,2015,up_gp_sarpanch_2015_fixed_with_transliteration.parquet,3954,NA,27,वाराणसी,Varanasi,Varanasi,varanasi,FALSE,पिण्ड्रा,Pindra,Pindra,pindra,FALSE,FALSE,NA,शाहपुर,NA,NA,NA,NA,FALSE,Shahpur,Shahpur,FALSE,varanasi,pindra,shahpur,varanasi__pindra__shahpur,2,FALSE,अनारक्षित,Unreserved,general,0,इन्द्रप्रकाश,Indraprakash,पुरुष,0,सविरोध,normalized_key_collision
up2021__24763,2021,up_gp_sarpanch_2021_fixed_with_transliteration.parquet,20402,24763,18,आगरा,Agra,Agra,agra,FALSE,खन्दौली,Khandoli,Khandauli,khandoli,TRUE,TRUE,1396,खड़िया,NA,NA,NA,NA,FALSE,Khadiya,Khadiya,FALSE,agra,khandauli,khadiya,agra__khandauli__khadiya,2,FALSE,अनुसूचित जाति महिला,Scheduled Caste Female,sc,1,कृण्णा,Krishna,पुरुष,0,विजेता,normalized_key_collision
up2021__1240912,2021,up_gp_sarpanch_2021_fixed_with_transliteration.parquet,20429,1240912,22,आगरा,Agra,Agra,agra,FALSE,खन्दौली,Khandoli,Khandauli,khandoli,TRUE,TRUE,1396,ख्ािडया,NA,NA,NA,NA,FALSE,Khadiya,Khadiya,FALSE,agra,khandauli,khadiya,agra__khandauli__khadiya,2,FALSE,अन्य पिछड़ा वर्ग महिला,Other Backward Class Female,obc,1,मीरा देवी,Mira Devi,महिला,1,विजेता,normalized_key_collision
up2021__835108,2021,up_gp_sarpanch_2021_fixed_with_transliteration.parquet,10509,835108,15,अम्बेडकर नगर,Ambedkar Nagar,Ambedkar Nagar,ambedkar nagar,FALSE,अकबरपुर,Akbarpur,Akbarpur,akbarpur,TRUE,FALSE,1433,मोहियुद्दीनपुर,NA,NA,NA,NA,FALSE,Mohiuddinpur,Mohiuddinpur,FALSE,ambedkar nagar,akbarpur,mohiuddinpur,ambedkar nagar__akbarpur__mohiuddinpur,2,FALSE,अनुसूचित जाति,Scheduled Caste,sc,0,दीप चन्द,Deep Chand,पुरुष,0,विजेता,normalized_key_collision
up2021__1247348,2021,up_gp_sarpanch_2021_fixed_with_transliteration.parquet,10630,1247348,29,अम्बेडकर नगर,Ambedkar Nagar,Ambedkar Nagar,ambedkar nagar,FALSE,अकबरपुर,Akbarpur,Akbarpur,akbarpur,TRUE,FALSE,1433,मोहीयुददीनपुर,NA,NA,NA,NA,FALSE,Mohiuddinpur,Mohiuddinpur,FALSE,ambedkar nagar,akbarpur,mohiuddinpur,ambedkar nagar__akbarpur__mohiuddinpur,2,FALSE,अन्य पिछड़ा वर्ग,Other Backward Class,obc,0,लाल मन,Lal Man,पुरुष,0,विजेता,normalized_key_collision
up2021__271954,2021,up_gp_sarpanch_2021_fixed_with_transliteration.parquet,27083,271954,25,आजमगढ़,Azamgarh,Azamgarh,azamgarh,FALSE,पवई,Pawai,Pawai,pawai,TRUE,FALSE,1464,गददोपुर,NA,NA,NA,NA,FALSE,Gaddopur,Gaddopur,FALSE,azamgarh,pawai,gaddopur,azamgarh__pawai__gaddopur,2,FALSE,अनारक्षित,Unreserved,general,0,राणजित,Raanjit,पुरुष,0,विजेता,normalized_key_collision
up2021__260931,2021,up_gp_sarpanch_2021_fixed_with_transliteration.parquet,27621,260931,92,आजमगढ़,Azamgarh,Azamgarh,azamgarh,FALSE,पवई,Pawai,Pawai,pawai,TRUE,FALSE,1464,गददोपुर,NA,NA,NA,NA,FALSE,Gaddopur,Gaddopur,FALSE,azamgarh,pawai,gaddopur,azamgarh__pawai__gaddopur,2,FALSE,अनारक्षित,Unreserved,general,0,इंदू,Indu,महिला,1,विजेता,normalized_key_collision
up2021__530174,2021,up_gp_sarpanch_2021_fixed_with_transliteration.parquet,105620,530174,43,चन्दौली,Chandauli,Chandauli,chandauli,FALSE,चन्दौली,Chandauli,Chandauli,chandauli,TRUE,FALSE,1618,मुसतफापुर,NA,NA,NA,NA,FALSE,Mustafapur,Mustafapur,FALSE,chandauli,chandauli,mustafapur,chandauli__chandauli__mustafapur,2,FALSE,अनारक्षित,Unreserved,general,0,युनुस शाह,Yunus Shah,पुरुष,0,विजेता,normalized_key_collision
up2021__574867,2021,up_gp_sarpanch_2021_fixed_with_transliteration.parquet,105869,574867,82,चन्दौली,Chandauli,Chandauli,chandauli,FALSE,चन्दौली,Chandauli,Chandauli,chandauli,TRUE,FALSE,1618,मुस्तफॉपुर,NA,NA,NA,NA,FALSE,Mustafapur,Mustafapur,FALSE,chandauli,chandauli,mustafapur,chandauli__chandauli__mustafapur,2,FALSE,अन्य पिछड़ा वर्ग,Other Backward Class,obc,0,मनोज,Manoj,पुरुष,0,विजेता,normalized_key_collision
up2021__653222,2021,up_gp_sarpanch_2021_fixed_with_transliteration.parquet,132600,653222,39,देवरिया,Devaria,Deoria,devaria,TRUE,देवरिया सदर,Deoria Sadar,Deoria Sadar,deoria sadar,TRUE,FALSE,1636,सरौरा,NA,NA,NA,NA,FALSE,Saraura,Saraura,FALSE,deoria,deoria sadar,saraura,deoria__deoria sadar__saraura,2,FALSE,अन्य पिछड़ा वर्ग महिला,Other Backward Class Female,obc,1,अम्बिका,Ambika,महिला,1,विजेता,normalized_key_collision
up2021__735548,2021,up_gp_sarpanch_2021_fixed_with_transliteration.parquet,132606,735548,4,देवरिया,Devaria,Deoria,devaria,TRUE,देवरिया सदर,Deoria Sadar,Deoria Sadar,deoria sadar,TRUE,FALSE,1636,सरौरा,NA,NA,NA,NA,FALSE,Saraura,Saraura,FALSE,deoria,deoria sadar,saraura,deoria__deoria sadar__saraura,2,FALSE,महिला,Female,general,1,संगीता,Sangeeta,महिला,1,विजेता,normalized_key_collision
up2021__752368,2021,up_gp_sarpanch_2021_fixed_with_transliteration.parquet,81395,752368,27,गाज़ीपुर,Ghazipur,Ghazipur,ghazipur,FALSE,जखनियाँ,Jakhniya,Jakhania,jakhniya,TRUE,TRUE,1723,दामोदरपुर,NA,NA,NA,NA,FALSE,DamodarPur,DamodarPur,FALSE,ghazipur,jakhania,damodarpur,ghazipur__jakhania__damodarpur,2,FALSE,अनारक्षित,Unreserved,general,0,उर्मिला,Urmila,महिला,1,विजेता,normalized_key_collision
up2021__762703,2021,up_gp_sarpanch_2021_fixed_with_transliteration.parquet,81882,762703,90,गाज़ीपुर,Ghazipur,Ghazipur,ghazipur,FALSE,जखनियाँ,Jakhniya,Jakhania,jakhniya,TRUE,TRUE,1723,दामोदरपुर,NA,NA,NA,NA,FALSE,DamodarPur,DamodarPur,FALSE,ghazipur,jakhania,damodarpur,ghazipur__jakhania__damodarpur,2,FALSE,अनारक्षित,Unreserved,general,0,कृष्ण कुमार यादव,Krishna Kumar Yadav,पुरुष,0,विजेता,normalized_key_collision
up2021__76780,2021,up_gp_sarpanch_2021_fixed_with_transliteration.parquet,97630,76780,62,गोरखपुर,Gorakhpur,Gorakhpur,gorakhpur,FALSE,कैम्पियर गंज,Kaimpiyarganj,Campierganj,kaimpiyarganj,TRUE,TRUE,1756,विशुनपुर,NA,NA,NA,NA,FALSE,Vishunpur,Vishunpur,FALSE,gorakhpur,campierganj,vishunpur,gorakhpur__campierganj__vishunpur,2,FALSE,अन्य पिछड़ा वर्ग,Other Backward Class,obc,0,अखिलेश यादव,Akhilesh Yadav,पुरुष,0,विजेता,normalized_key_collision
up2021__112908,2021,up_gp_sarpanch_2021_fixed_with_transliteration.parquet,97708,112908,9,गोरखपुर,Gorakhpur,Gorakhpur,gorakhpur,FALSE,कैम्पियर गंज,Kaimpiyarganj,Campierganj,kaimpiyarganj,TRUE,TRUE,1756,विशुनपुर,NA,NA,NA,NA,FALSE,Vishunpur,Vishunpur,FALSE,gorakhpur,campierganj,vishunpur,gorakhpur__campierganj__vishunpur,2,FALSE,अन्य पिछड़ा वर्ग महिला,Other Backward Class Female,obc,1,कमलावती,KamalAwati,महिला,1,विजेता,normalized_key_collision
up2021__1384088,2021,up_gp_sarpanch_2021_fixed_with_transliteration.parquet,121658,1384088,27,जौनपुर,Jaunpur,Jaunpur,jaunpur,FALSE,बरसठी,Barsathi,Barasathi,barsathi,TRUE,TRUE,1807,बनकट,NA,NA,NA,NA,FALSE,Bankat,Bankat,FALSE,jaunpur,barasathi,bankat,jaunpur__barasathi__bankat,2,FALSE,अनुसूचित जाति महिला,Scheduled Caste Female,sc,1,बिन्दू,Bindu,महिला,1,विजेता,normalized_key_collision
up2021__1059053,2021,up_gp_sarpanch_2021_fixed_with_transliteration.parquet,121938,1059053,62,जौनपुर,Jaunpur,Jaunpur,jaunpur,FALSE,बरसठी,Barsathi,Barasathi,barsathi,TRUE,TRUE,1807,बनकट,NA,NA,NA,NA,FALSE,Bankat,Bankat,FALSE,jaunpur,barasathi,bankat,jaunpur__barasathi__bankat,2,FALSE,अन्य पिछड़ा वर्ग महिला,Other Backward Class Female,obc,1,अनीता,Anita,महिला,1,विजेता,normalized_key_collision
up2021__1320550,2021,up_gp_sarpanch_2021_fixed_with_transliteration.parquet,121502,1320550,1,जौनपुर,Jaunpur,Jaunpur,jaunpur,FALSE,बरसठी,Barsathi,Barasathi,barsathi,TRUE,TRUE,1807,चतुरभुजपुर,NA,NA,NA,NA,FALSE,Chaturbhujpur,Chaturbhujpur,FALSE,jaunpur,barasathi,chaturbhujpur,jaunpur__barasathi__chaturbhujpur,2,FALSE,महिला,Female,general,1,निशा देवी,Nisha Devi,महिला,1,विजेता,normalized_key_collision
up2021__1018265,2021,up_gp_sarpanch_2021_fixed_with_transliteration.parquet,121850,1018265,53,जौनपुर,Jaunpur,Jaunpur,jaunpur,FALSE,बरसठी,Barsathi,Barasathi,barsathi,TRUE,TRUE,1807,चतुरभुजपुर,NA,NA,NA,NA,FALSE,Chaturbhujpur,Chaturbhujpur,FALSE,jaunpur,barasathi,chaturbhujpur,jaunpur__barasathi__chaturbhujpur,2,FALSE,महिला,Female,general,1,सीमा देवी,Seema Devi,महिला,1,विजेता,normalized_key_collision
