election_gp_key,canonical_group,gp_name_left,raw_district,raw_block,raw_gp_name,left_index,lgd_gp_code,canonical_group_right,gp_name_right,lgd_district,lgd_block,lgd_gp_name,right_index,gp_name_score,score,decision,reviewer,reviewed_at,notes
up2021__653163,1456,pakdi khurd,Azamgarh,Lalganj,Pakdi Khurd,167291,47452,1456,pakari khurd,Azamgarh,Lalganj,Pakari Khurd,41824,0.86989898989899,0.86989898989899,,,,
up2021__439528,1456,akbarpur sehna,Azamgarh,Lalganj,Akbarpur Sehna,167313,47394,1456,akbalpur sahna,Azamgarh,Lalganj,Akbalpur Sahna,926,0.8928571428571429,0.8928571428571429,,,,
up2021__208610,1456,bhudki,Azamgarh,Lalganj,Bhudki,167324,47409,1456,bhuraki,Azamgarh,Lalganj,Bhuraki,10488,0.8944444444444445,0.8944444444444445,,,,
up2021__290669,1456,berma vishambharpur,Azamgarh,Lalganj,BermA Vishambharpur,167335,47408,1456,berama bisambharpur,Azamgarh,Lalganj,Berama Bisambharpur,8140,0.882249742002064,0.882249742002064,,,,
up2021__427872,1456,sidhona,Azamgarh,Lalganj,Sidhona,167349,47466,1456,sidhauna,Azamgarh,Lalganj,Sidhauna,52420,0.8880952380952382,0.8880952380952382,,,,
up2021__258571,1456,jehtamndpur,Azamgarh,Lalganj,Jehtamndpur,167354,47429,1456,jahatmandpur,Azamgarh,Lalganj,Jahatmandpur,23492,0.8927272727272727,0.8927272727272727,,,,
up2021__473458,1456,ranmo,Azamgarh,Lalganj,Ranmo,167364,47454,1456,radmo,Azamgarh,Lalganj,Radmo,45098,0.8933333333333333,0.8933333333333333,,,,
up2021__359756,1456,achchhi,Azamgarh,Lalganj,Achchhi,167368,271971,1456,achhichhi,Azamgarh,Lalganj,Achhichhi,199,0.8814814814814815,0.8814814814814815,,,,
up2021__358813,1467,nurpur sarayhaji,Azamgarh,Sathiyav,Nurpur Sarayhaji,167380,48211,1467,norpur shraya haje,Azamgarh,Sathiyaon,Norpur Shraya Haje,40940,0.8529761904761904,0.8529761904761904,,,,
up2021__662004,1467,vindamathiya,Azamgarh,Sathiyav,Vindamathiya,167396,48234,1467,vindmathiya vyas giri,Azamgarh,Sathiyaon,Vindmathiya Vyas Giri,57425,0.8642857142857142,0.8642857142857142,,,,
up2021__687124,1467,mustafabad,Azamgarh,Sathiyav,Mustafabad,167398,48205,1467,mustfadad,Azamgarh,Sathiyaon,Mustfadad,38368,0.8877777777777778,0.8877777777777778,,,,
up2021__650361,1467,dawoodpur kurmi,Azamgarh,Sathiyav,Dawoodpur Kurmi,167402,48179,1467,daudpur kurmi,Azamgarh,Sathiyaon,Daudpur Kurmi,14784,0.8594871794871796,0.8594871794871796,,,,
up2021__622296,1467,basaudha bhitari,Azamgarh,Sathiyav,Basaudha Bhitari,167404,48171,1467,basauodha,Azamgarh,Sathiyaon,Basauodha,7137,0.8777777777777778,0.8777777777777778,,,,
up2021__616360,1467,neebee bujurg,Azamgarh,Sathiyav,Neebee Bujurg,167406,48209,1467,nibi bujurg,Azamgarh,Sathiyaon,Nibi Bujurg,40561,0.8531468531468531,0.8531468531468531,,,,
up2021__418657,1467,bamhaur,Azamgarh,Sathiyav,Bamhaur,167409,48173,1467,bhamahaur,Azamgarh,Sathiyaon,Bhamahaur,8928,0.8904761904761904,0.8904761904761904,,,,
up2021__249821,1467,paicoli,Azamgarh,Sathiyav,Paicoli,167418,48214,1467,paikauoli,Azamgarh,Sathiyaon,Paikauoli,41708,0.888888888888889,0.888888888888889,,,,
up2021__444979,1467,naseeruddin pur,Azamgarh,Sathiyav,Naseeruddin Pur,167430,48219,1467,nasiruddinpur,Azamgarh,Sathiyaon,Nasiruddinpur,39863,0.8964957264957265,0.8964957264957265,,,,
up2021__417321,1467,suraee,Azamgarh,Sathiyav,Suraee,167440,48232,1467,surai,Azamgarh,Sathiyaon,Surai,54431,0.8933333333333334,0.8933333333333334,,,,
up2021__425297,1467,abaari,Azamgarh,Sathiyav,Abaari,167441,48164,1467,aavari,Azamgarh,Sathiyaon,Aavari,71,0.9,0.9,,,,
up2021__417952,1467,firozabad,Azamgarh,Sathiyav,Firozabad,167444,48186,1467,ferojabad,Azamgarh,Sathiyaon,Ferojabad,17984,0.8666666666666666,0.8666666666666666,,,,
up2021__395629,1467,amudi,Azamgarh,Sathiyav,Amudi,167448,272068,1467,amurhi,Azamgarh,Sathiyaon,Amurhi,1950,0.8755555555555556,0.8755555555555556,,,,
up2021__445262,1467,narau,Azamgarh,Sathiyav,Narau,167461,48207,1467,naravan,Azamgarh,Sathiyaon,Naravan,39503,0.8742857142857142,0.8742857142857142,,,,
up2021__1116810,1453,itauli,Azamgarh,Hareya,Itauli,167466,47218,1453,itaili,Azamgarh,Haraiya,Itaili,22998,0.8755555555555556,0.8755555555555556,,,,
up2021__1116242,1453,bhadoora makrand,Azamgarh,Hareya,Bhadoora Makrand,167485,47202,1453,bhadaura makrand,Azamgarh,Haraiya,Bhadaura Makrand,8328,0.8928571428571429,0.8928571428571429,,,,
up2021__1013777,1453,turkholi,Azamgarh,Hareya,Turkholi,167488,47254,1453,turkauli,Azamgarh,Haraiya,Turkauli,56390,0.9,0.9,,,,
up2021__1115204,1453,bagipur,Azamgarh,Hareya,Bagipur,167499,47190,1453,bagai kapoor,Azamgarh,Haraiya,Bagai Kapoor,3860,0.85,0.85,,,,
up2021__451179,1453,suradapaar,Azamgarh,Hareya,Suradapaar,167504,47253,1453,surdahpar,Azamgarh,Haraiya,Surdahpar,54504,0.8690740740740741,0.8690740740740741,,,,
up2021__406531,1453,chakalalchand,Azamgarh,Hareya,Chakalalchand,167511,47207,1453,chuck lalchand,Azamgarh,Haraiya,Chuck Lalchand,13897,0.8775890775890776,0.8775890775890776,,,,
up2021__448313,1453,gadora mazhaura,Azamgarh,Hareya,Gadora Mazhaura,167512,47211,1453,garora majihaura,Azamgarh,Haraiya,Garora Majihaura,19006,0.8939316239316238,0.8939316239316238,,,,
up2021__1072084,1453,sahbadia,Azamgarh,Hareya,Sahbadia,167522,47241,1453,sahbadiya sultanpur,Azamgarh,Haraiya,Sahbadiya Sultanpur,48543,0.8842105263157894,0.8842105263157894,,,,
up2021__1117876,1453,gadrua,Azamgarh,Hareya,Gadrua,167546,47210,1453,gareruwa,Azamgarh,Haraiya,Gareruwa,18858,0.8555555555555556,0.8555555555555556,,,,
up2021__336853,1663,baraicha,Itawah,Chakarnagar,Baraicha,167554,60587,1663,barecha,Etawah,Chakarnagar,Barecha,6334,0.8694444444444446,0.8694444444444446,,,,
up2021__263318,1663,khireeti,Itawah,Chakarnagar,Khireeti,167578,267030,1663,khiriti,Etawah,Chakarnagar,Khiriti,29673,0.8880952380952382,0.8880952380952382,,,,
up2021__296991,1663,chibrauli,Itawah,Chakarnagar,Chibrauli,167584,60598,1663,chhibroli,Etawah,Chakarnagar,Chhibroli,13425,0.8814814814814814,0.8814814814814814,,,,
up2021__282529,1663,naugwan,Itawah,Chakarnagar,Naugwan,167585,60614,1663,nogawan,Etawah,Chakarnagar,Nogawan,40856,0.8642857142857143,0.8642857142857143,,,,
up2021__322493,1664,karkari,Itawah,Jaswantnagar,KarkaRi,167594,60649,1664,kakarai,Etawah,Jaswantnagar,Kakarai,25833,0.8793650793650793,0.8793650793650793,,,,
up2021__381085,1664,kursaina,Itawah,Jaswantnagar,Kursaina,167598,60653,1664,kursena,Etawah,Jaswantnagar,Kursena,31541,0.8880952380952382,0.8880952380952382,,,,
up2021__401881,1664,bibamau,Itawah,Jaswantnagar,Bibamau,167607,60630,1664,beebamau,Etawah,Jaswantnagar,Beebamau,7575,0.8821428571428571,0.8821428571428571,,,,
up2021__339258,1664,kukawaali,Itawah,Jaswantnagar,Kukawaali,167618,60651,1664,kokawali,Etawah,Jaswantnagar,Kokawali,30417,0.8958333333333333,0.8958333333333333,,,,
up2021__338669,1664,peerapur,Itawah,Jaswantnagar,Peerapur,167620,60667,1664,peharpur,Etawah,Jaswantnagar,Peharpur,43548,0.8952380952380953,0.8952380952380953,,,,
up2021__256319,1664,saraiyabhupat,Itawah,Jaswantnagar,Saraiyabhupat,167631,60672,1664,sarai bhopat,Etawah,Jaswantnagar,Sarai Bhopat,49804,0.8805128205128206,0.8805128205128206,,,,
up2021__253679,1667,kuinta,Itawah,Takha,Kuinta,167650,60819,1667,kueta,Etawah,Takha,Kueta,31061,0.8577777777777779,0.8577777777777779,,,,
up2021__408764,1667,aghini,Itawah,Takha,Aghini,167654,60802,1667,adhini,Etawah,Takha,Adhini,290,0.9,0.9,,,,
up2021__391277,1667,sothana,Itawah,Takha,Sothana,167656,60834,1667,sonthana,Etawah,Takha,Sonthana,53824,0.8904761904761905,0.8904761904761905,,,,
up2021__335038,1667,bakoli,Itawah,Takha,Bakoli,167677,60806,1667,bakauli,Etawah,Takha,Bakauli,4830,0.8944444444444445,0.8944444444444445,,,,
up2021__323417,1667,rudoli,Itawah,Takha,Rudoli,167684,266931,1667,rudauli,Etawah,Takha,Rudauli,47968,0.8944444444444445,0.8944444444444445,,,,
up2021__269896,1660,rajpura,Itawah,Badh.pura,Rajpura,167705,60462,1660,rajpura janewrasi,Etawah,Barhpura,Rajpura Janewrasi,45810,0.8823529411764706,0.8823529411764706,,,,
up2021__243420,1660,kadhani,Itawah,Badh.pura,Kadhani,167712,60447,1660,kandhani,Etawah,Barhpura,Kandhani,26517,0.8904761904761905,0.8904761904761905,,,,
up2021__252386,1660,alamgarh,Itawah,Badh.pura,Alamgarh,167714,60419,1660,alampur hauz,Etawah,Barhpura,Alampur Hauz,1242,0.8630952380952381,0.8630952380952381,,,,
up2021__322906,1660,kunehra,Itawah,Badh.pura,Kunehra,167716,60451,1660,kunara,Etawah,Barhpura,Kunara,31223,0.8944444444444445,0.8944444444444445,,,,
up2021__239374,1660,saghavali,Itawah,Badh.pura,Saghavali,167721,60464,1660,sangawali,Etawah,Barhpura,Sangawali,49610,0.8814814814814814,0.8814814814814814,,,,
up2021__239661,1660,jhabrapura,Itawah,Badh.pura,Jhabrapura,167723,60444,1660,jhawarapura,Etawah,Barhpura,Jhawarapura,24900,0.8564646464646465,0.8564646464646465,,,,
up2021__238786,1660,silaita,Itawah,Badh.pura,Silaita,167725,60468,1660,silayata,Etawah,Barhpura,Silayata,52796,0.8880952380952382,0.8880952380952382,,,,
up2021__248439,1660,prithvipur bhaunkpur,Itawah,Badh.pura,Prithvipur Bhaunkpur,167731,60460,1660,prathvipur bhonakpur,Etawah,Barhpura,Prathvipur Bhonakpur,44548,0.8874074074074074,0.8874074074074074,,,,
up2021__277874,1660,chadanpur,Itawah,Badh.pura,Chadanpur,167734,60434,1660,chandanpur etawah,Etawah,Barhpura,Chandanpur Etawah,12428,0.8642701525054466,0.8642701525054466,,,,
up2021__258741,1660,bilrampur,Itawah,Badh.pura,Bilrampur,167744,266360,1660,belampur,Etawah,Barhpura,Belampur,7837,0.8958333333333333,0.8958333333333333,,,,
up2021__265296,1660,dungri,Itawah,Badh.pura,Dungri,167748,266450,1660,doongri,Etawah,Barhpura,Doongri,16974,0.8642857142857143,0.8642857142857143,,,,
up2021__320486,1661,kheda heloo,Itawah,Basrehar,Kheda Heloo,167762,60502,1661,khera helu,Etawah,Basrehar,Khera Helu,29466,0.8896969696969697,0.8896969696969697,,,,
up2021__424821,1661,sharpur basgwa,Itawah,Basrehar,Sharpur Basgwa,167768,60522,1661,sherpur basgawan,Etawah,Basrehar,Sherpur Basgawan,52037,0.8714285714285714,0.8714285714285714,,,,
up2021__382585,1661,jautpur totaram,Itawah,Basrehar,Jautpur Totaram,167770,60495,1661,jait pur tota ram,Etawah,Basrehar,Jait Pur Tota Ram,23660,0.8970681605975723,0.8970681605975723,,,,
up2021__294931,1661,kripalpur,Itawah,Basrehar,Kripalpur,167774,60505,1661,krapalpura,Etawah,Basrehar,Krapalpura,30891,0.8837037037037038,0.8837037037037038,,,,
up2021__242562,1661,kalamu,Itawah,Basrehar,Kalamu,167777,60499,1661,kelamau,Etawah,Basrehar,Kelamau,28126,0.8571428571428572,0.8571428571428572,,,,
up2021__212409,1661,bhadsawarn,Itawah,Basrehar,Bhadsawarn,167779,60484,1661,bhadva savran,Etawah,Basrehar,Bhadva Savran,8462,0.8962393162393162,0.8962393162393162,,,,
up2021__254501,1661,satosinpur itgaon,Itawah,Basrehar,Satosinpur Itgaon,167792,60520,1661,shantoshpur itgaon,Etawah,Basrehar,Shantoshpur Itgaon,51790,0.8740196078431371,0.8740196078431371,,,,
up2021__220967,1661,jagrammau,Itawah,Basrehar,Jagrammau,167797,60496,1661,jugaramau,Etawah,Basrehar,Jugaramau,25264,0.8958333333333333,0.8958333333333333,,,,
up2021__242956,1661,nawali,Itawah,Basrehar,Nawali,167809,265999,1661,naoli,Etawah,Basrehar,Naoli,39388,0.8577777777777779,0.8577777777777779,,,,
up2021__312988,1661,ganashpur bhutha,Itawah,Basrehar,Ganashpur bhutha,167817,60490,1661,ganeshpur,Etawah,Basrehar,Ganeshpur,18573,0.8574074074074074,0.8574074074074074,,,,
up2021__399383,1662,akbarpur daulatpur,Itawah,Bharathana,Akbarpur Daulatpur,167819,60530,1662,akabarpur daulatpur,Etawah,Bharthana,Akabarpur Daulatpur,885,0.8970760233918128,0.8970760233918128,,,,
up2021__361243,1662,jaitupur khajagi,Itawah,Bharathana,Jaitupur Khajagi,167827,60552,1662,jetu pur khwajagi,Etawah,Bharthana,Jetu Pur Khwajagi,24797,0.8667016806722689,0.8667016806722689,,,,
up2021__392671,1662,virari,Itawah,Bharathana,virari,167830,60540,1662,birari,Etawah,Bharthana,Birari,11133,0.888888888888889,0.888888888888889,,,,
up2021__407875,1662,alamupur bibauli,Itawah,Bharathana,Alamupur Bibauli,167831,60531,1662,alampur bebouli,Etawah,Bharthana,Alampur Bebouli,1230,0.8742948717948718,0.8742948717948718,,,,
up2021__351632,1662,mureetha,Itawah,Bharathana,Mureetha,167835,60568,1662,muraitha,Etawah,Bharthana,Muraitha,38134,0.8833333333333334,0.8833333333333334,,,,
up2021__404761,1662,ramaain mahmoodpur,Itawah,Bharathana,Ramaain Mahmoodpur,167848,60572,1662,ramain,Etawah,Bharthana,Ramain,45921,0.8666666666666666,0.8666666666666666,,,,
up2021__426059,1662,medhidudhi,Itawah,Bharathana,Medhidudhi,167850,60564,1662,merhi dudhi,Etawah,Bharthana,Merhi Dudhi,36588,0.8655892255892256,0.8655892255892256,,,,
up2021__443107,1662,gaaor bazhera,Itawah,Bharathana,Gaaor Bazhera,167854,60547,1662,gangora bojhera,Etawah,Bharthana,Gangora Bojhera,18728,0.8636208236208236,0.8636208236208236,,,,
up2021__408378,1662,hatnauli,Itawah,Bharathana,Hatnauli,167857,60550,1662,hathnoli,Etawah,Bharthana,Hathnoli,22033,0.8833333333333334,0.8833333333333334,,,,
up2021__351376,1662,kathahra,Itawah,Bharathana,Kathahra,167862,60554,1662,katahara,Etawah,Bharthana,Katahara,27626,0.8750000000000001,0.8750000000000001,,,,
up2021__396241,1662,modhi,Itawah,Bharathana,Modhi,167863,60565,1662,morhi,Etawah,Bharthana,Morhi,37522,0.8933333333333333,0.8933333333333333,,,,
up2021__403123,1665,ikghara,Itawah,Mahewa,Ikghara,167886,60704,1665,ikaghara,Etawah,Mahewa,Ikaghara,22613,0.8904761904761905,0.8904761904761905,,,,
up2021__403116,1665,khitaura,Itawah,Mahewa,Khitaura,167887,60714,1665,khitora,Etawah,Mahewa,Khitora,29719,0.8880952380952382,0.8880952380952382,,,,
up2021__348433,1665,indausi,Itawah,Mahewa,Indausi,167891,60706,1665,indrosi,Etawah,Mahewa,Indrosi,22791,0.8666666666666668,0.8666666666666668,,,,
up2021__402072,1665,halu harrajpur,Itawah,Mahewa,Halu Harrajpur,167901,60703,1665,haluhrjipur,Etawah,Mahewa,Haluhrjipur,21131,0.8846753246753247,0.8846753246753247,,,,
up2021__327514,1665,dodarpur,Itawah,Mahewa,Dodarpur,167904,60696,1665,daderpur,Etawah,Mahewa,Daderpur,14041,0.8821428571428571,0.8821428571428571,,,,
up2021__400400,1665,virhi pur,Itawah,Mahewa,Virhi Pur,167920,60692,1665,birahipur,Etawah,Mahewa,Birahipur,11104,0.8518518518518517,0.8518518518518517,,,,
up2021__352851,1665,karaudhi,Itawah,Mahewa,Karaudhi,167932,60712,1665,karondhi,Etawah,Mahewa,Karondhi,27321,0.8833333333333334,0.8833333333333334,,,,
up2021__289238,1665,virpur salempur,Itawah,Mahewa,Virpur Salempur,167937,60687,1665,beerpur salempur,Etawah,Mahewa,Beerpur Salempur,7619,0.8930555555555556,0.8930555555555556,,,,
up2021__432438,1665,dilipnagar,Itawah,Mahewa,Dilipnagar,167945,60698,1665,dalip nagar,Etawah,Mahewa,Dalip Nagar,14286,0.8821212121212121,0.8821212121212121,,,,
up2021__1005028,1665,bamhora humayapur,Itawah,Mahewa,Bamhora Humayapur,167952,60685,1665,bamhora,Etawah,Mahewa,Bamhora,5263,0.8823529411764706,0.8823529411764706,,,,
up2021__436999,1665,aane pur,Itawah,Mahewa,Aane Pur,167957,60680,1665,aneypur,Etawah,Mahewa,Aneypur,2086,0.8821428571428571,0.8821428571428571,,,,
up2021__1009348,1665,mukuutpur,Itawah,Mahewa,Mukuutpur,167958,60727,1665,mukatpur,Etawah,Mahewa,Mukatpur,37868,0.8856481481481482,0.8856481481481482,,,,
up2021__429693,1665,kusgawa ahiran,Itawah,Mahewa,Kusgawa Ahiran,167959,60718,1665,kushgawan ahiran,Etawah,Mahewa,Kushgawan Ahiran,31619,0.8875000000000001,0.8875000000000001,,,,
up2021__436259,1665,uzhiyani,Itawah,Mahewa,Uzhiyani,167960,60756,1665,ujhiaani,Etawah,Mahewa,Ujhiaani,56682,0.8500000000000001,0.8500000000000001,,,,
up2021__403972,1665,bhoolpur,Itawah,Mahewa,Bhoolpur,167965,267499,1665,bhulpur,Etawah,Mahewa,Bhulpur,10460,0.8952380952380953,0.8952380952380953,,,,
up2021__370098,1666,chakukur,Itawah,Saifai,Chakukur,167977,60770,1666,chakoopur,Etawah,Sefai,Chakoopur,12212,0.8833333333333333,0.8833333333333333,,,,
up2021__305582,1666,manigaon,Itawah,Saifai,Manigaon,167995,60787,1666,mangawan,Etawah,Sefai,Mangawan,35288,0.8833333333333334,0.8833333333333334,,,,
up2021__401728,1666,nayakpur,Itawah,Saifai,Nayakpur,167996,60790,1666,naikpur,Etawah,Sefai,Naikpur,39103,0.8952380952380953,0.8952380952380953,,,,
up2021__354264,1666,hirapur,Itawah,Saifai,Hirapur,168011,266331,1666,heerapur,Etawah,Sefai,Heerapur,22142,0.8821428571428571,0.8821428571428571,,,,
up2021__397473,1666,baghuiya,Itawah,Saifai,Baghuiya,168012,266338,1666,badhuya,Etawah,Sefai,Badhuya,3726,0.8952380952380953,0.8952380952380953,,,,
up2021__311543,1666,chitauni,Itawah,Saifai,Chitauni,168015,60773,1666,chhitoni,Etawah,Sefai,Chhitoni,13501,0.8666666666666667,0.8666666666666667,,,,
up2021__507721,2182,pipiri,Unnao,Asoha,Pipiri,168020,92046,2182,pipari,Unnao,Asoha,Pipari,43956,0.8755555555555556,0.8755555555555556,,,,
up2021__507338,2182,goma pur,Unnao,Asoha,Goma Pur,168025,92022,2182,gumapur,Unnao,Asoha,Gumapur,20681,0.8821428571428571,0.8821428571428571,,,,
up2021__482335,2182,chetra,Unnao,Asoha,Chetra,168037,92015,2182,chaitra,Unnao,Asoha,Chaitra,11976,0.8793650793650793,0.8793650793650793,,,,
up2021__480649,2182,medpur,Unnao,Asoha,Medpur,168057,92032,2182,maidpur,Unnao,Asoha,Maidpur,34331,0.8642857142857143,0.8642857142857143,,,,
up2021__534501,2182,kewani,Unnao,Asoha,Kewani,168075,92030,2182,keoni,Unnao,Asoha,Keoni,28146,0.8577777777777779,0.8577777777777779,,,,
up2021__589519,2183,mirzapur ajiganw,Unnao,Auras,Mirzapur Ajiganw,168088,92096,2183,mirjapur ajgaon,Unnao,Auras,Mirjapur Ajgaon,36763,0.8712927350427351,0.8712927350427351,,,,
up2021__500607,2183,nandauli,Unnao,Auras,Nandauli,168094,92099,2183,nadaoli,Unnao,Auras,Nadaoli,38468,0.8952380952380953,0.8952380952380953,,,,
up2021__495668,2183,kabaroi,Unnao,Auras,Kabaroi,168095,92087,2183,kabroee,Unnao,Auras,Kabroee,25423,0.8666666666666668,0.8666666666666668,,,,
up2021__811100,2183,bairi,Unnao,Auras,Bairi,168101,92070,2183,bairee,Unnao,Auras,Bairee,4629,0.8933333333333334,0.8933333333333334,,,,
up2021__508493,2183,mohammadpur chaksunaora,Unnao,Auras,Mohammadpur Chaksunaora,168107,92097,2183,mohmmadpur chak sunora,Unnao,Auras,Mohmmadpur Chak Sunora,37412,0.8802151954325868,0.8802151954325868,,,,
up2021__588578,2183,godwa,Unnao,Auras,Godwa,168124,92082,2183,gorwa,Unnao,Auras,Gorwa,20314,0.8933333333333333,0.8933333333333333,,,,
up2021__479718,2183,katara tarona,Unnao,Auras,Katara Tarona,168127,92089,2183,katra tiraona,Unnao,Auras,Katra Tiraona,27916,0.8863247863247864,0.8863247863247864,,,,
up2021__563462,2183,sharifabad,Unnao,Auras,Sharifabad,168137,272210,2183,sareefabad,Unnao,Auras,Sareefabad,50330,0.88,0.88,,,,
up2021__616222,2183,lahru talhi,Unnao,Auras,Lahru Talhi,168144,92091,2183,lahru,Unnao,Auras,Lahru,32004,0.890909090909091,0.890909090909091,,,,
up2021__519685,2183,biswal,Unnao,Auras,Biswal,168145,92117,2183,wiswal,Unnao,Auras,Wiswal,57605,0.888888888888889,0.888888888888889,,,,
up2021__497256,2188,jafrabad,Unnao,Ganj Muradadaad,Jafrabad,168148,92371,2188,jafara bad,Unnao,Ganj Moradabad,Jafara Bad,23167,0.895,0.895,,,,
up2021__1553444,2188,alamoo sarai,Unnao,Ganj Muradadaad,Alamoo Sarai,168151,92341,2188,allmaou saray,Unnao,Ganj Moradabad,Allmaou Saray,1498,0.8673504273504273,0.8673504273504273,,,,
up2021__561585,2188,laharpur,Unnao,Ganj Muradadaad,Laharpur,168155,92383,2188,lehrapur,Unnao,Ganj Moradabad,Lehrapur,32699,0.8821428571428571,0.8821428571428571,,,,
up2021__535416,2188,byoli islamabad,Unnao,Ganj Muradadaad,Byoli Islamabad,168167,92351,2188,bevl islamabad,Unnao,Ganj Moradabad,Bevl Islamabad,8233,0.8721428571428571,0.8721428571428571,,,,
up2021__526341,2188,roshanabad,Unnao,Ganj Muradadaad,Roshanabad,168173,92392,2188,rosan bad,Unnao,Ganj Moradabad,Rosan Bad,47916,0.8982407407407408,0.8982407407407408,,,,
up2021__511329,2188,amirapura gambhirpura,Unnao,Ganj Muradadaad,Amirapura Gambhirpura,168183,92342,2188,ameer pur gambhirpur,Unnao,Ganj Moradabad,Ameer Pur Gambhirpur,1746,0.8935200746965453,0.8935200746965453,,,,
up2021__567500,2188,aashyas,Unnao,Ganj Muradadaad,Aashyas,168192,92343,2188,asaysa,Unnao,Ganj Moradabad,Asaysa,2566,0.8571428571428572,0.8571428571428572,,,,
up2021__569043,2192,rudowara,Unnao,Nawabganj,Rudowara,168221,92637,2192,rudurawara,Unnao,Nawabganj,Rudurawara,48019,0.8674999999999999,0.8674999999999999,,,,
up2021__564489,2192,raipur khailamau,Unnao,Nawabganj,Raipur Khailamau,168226,92632,2192,rai pur khelamau,Unnao,Nawabganj,Rai Pur Khelamau,45481,0.8750000000000001,0.8750000000000001,,,,
up2021__588305,2192,malaav,Unnao,Nawabganj,Malaav,168237,92619,2192,malaon,Unnao,Nawabganj,Malaon,34839,0.8666666666666666,0.8666666666666666,,,,
up2021__569549,2192,wichpari,Unnao,Nawabganj,Wichpari,168244,92590,2192,bich pari,Unnao,Nawabganj,Bich Pari,10660,0.8842592592592592,0.8842592592592592,,,,
up2021__608588,2192,maddukheda,Unnao,Nawabganj,Maddukheda,168250,92616,2192,maddoo khera,Unnao,Nawabganj,Maddoo Khera,33245,0.8933333333333334,0.8933333333333334,,,,
up2021__911371,2192,gauda katherwa,Unnao,Nawabganj,Gauda Katherwa,168267,92599,2192,gaorakatherua,Unnao,Nawabganj,Gaorakatherua,18819,0.8622710622710623,0.8622710622710623,,,,
up2021__554310,2192,gauri salonepur,Unnao,Nawabganj,Gauri Salonepur,168268,92601,2192,gauri devra,Unnao,Nawabganj,Gauri Devra,19229,0.8614141414141414,0.8614141414141414,,,,
up2021__609711,2192,jaitipur,Unnao,Nawabganj,Jaitipur,168274,92609,2192,jati pur,Unnao,Nawabganj,Jati Pur,24628,0.8952380952380953,0.8952380952380953,,,,
up2021__548241,2192,sarauti,Unnao,Nawabganj,Sarauti,168276,272206,2192,saroti,Unnao,Nawabganj,Saroti,50477,0.8944444444444445,0.8944444444444445,,,,
up2021__506285,2193,uchgaon sani,Unnao,Purwa,Uchgaon Sani,168289,92699,2193,unchagaon sani,Unnao,Purwa,Unchagaon Sani,56967,0.8571428571428572,0.8571428571428572,,,,
up2021__506417,2193,katov,Unnao,Purwa,Katov,168290,92671,2193,kataon,Unnao,Purwa,Kataon,27663,0.8755555555555556,0.8755555555555556,,,,
up2021__537488,2193,nawab,Unnao,Purwa,Nawab,168294,92682,2193,nabab,Unnao,Purwa,Nabab,38434,0.8933333333333333,0.8933333333333333,,,,
up2021__624644,2193,atvat,Unnao,Purwa,Atvat,168300,92652,2193,atwat,Unnao,Purwa,Atwat,2998,0.8933333333333333,0.8933333333333333,,,,
up2021__505003,2193,adhauli,Unnao,Purwa,Adhauli,168307,92649,2193,adaoli,Unnao,Purwa,Adaoli,263,0.8793650793650793,0.8793650793650793,,,,
up2021__468110,2193,tikarkala,Unnao,Purwa,Tikarkala,168330,272013,2193,tiker kalan,Unnao,Purwa,Tiker Kalan,55903,0.852104377104377,0.852104377104377,,,,
up2021__479433,2187,hussain nagar patti parshuram,Unnao,Fatehpur Chaurasi,Hussain Nagar Patti Parshuram,168349,92299,2187,husen nager patti parasram,Unnao,Fatehpur Chaurasi,Husen Nager Patti Parasram,22496,0.8543213969938108,0.8543213969938108,,,,
up2021__641799,2187,kudina,Unnao,Fatehpur Chaurasi,Kudina,168350,92313,2187,kudeena,Unnao,Fatehpur Chaurasi,Kudeena,31014,0.8944444444444445,0.8944444444444445,,,,
up2021__540891,2187,ahmedabad mathar,Unnao,Fatehpur Chaurasi,Ahmedabad Mathar,168351,92280,2187,ahamdabad mathar,Unnao,Fatehpur Chaurasi,Ahamdabad Mathar,479,0.8600000000000001,0.8600000000000001,,,,
up2021__521018,2187,jasramarufpur,Unnao,Fatehpur Chaurasi,Jasramarufpur,168353,92306,2187,jasra,Unnao,Fatehpur Chaurasi,Jasra,24576,0.8769230769230769,0.8769230769230769,,,,
up2021__661157,2187,ummarpur pitam,Unnao,Fatehpur Chaurasi,Ummarpur Pitam,168357,92340,2187,umer pur pritam,Unnao,Fatehpur Chaurasi,Umer Pur Pritam,56881,0.8641269841269842,0.8641269841269842,,,,
up2021__622460,2187,khaverai,Unnao,Fatehpur Chaurasi,Khaverai,168359,92312,2187,khevrae,Unnao,Fatehpur Chaurasi,Khevrae,29594,0.8507936507936509,0.8507936507936509,,,,
up2021__638647,2187,bulapur hasanpur,Unnao,Fatehpur Chaurasi,Bulapur Hasanpur,168363,92286,2187,boolapur hasan pur,Unnao,Fatehpur Chaurasi,Boolapur Hasan Pur,11576,0.8912500000000001,0.8912500000000001,,,,
up2021__533532,2187,gajafpharapur paisara,Unnao,Fatehpur Chaurasi,Gajafpharapur Paisara,168377,92293,2187,gajaffarpur paisra,Unnao,Fatehpur Chaurasi,Gajaffarpur Paisra,18390,0.8802054154995331,0.8802054154995331,,,,
